classification_seed_id,source_object_type,source_object_id,document_id,page_no,page_block_order,block_type,policy_item_candidate,suggested_resource_type,resource_type_keyword_hits,resource_type_confidence,primary_strategy_id,primary_strategy_label,secondary_strategy_ids,strategy_confidence,tech_domain_id,tech_domain_label,tech_subdomain_id,tech_subdomain_label,tech_domain_confidence,review_status,auto_suggestion_notes,reviewer_notes,text
CLS-SEED-DOC-POL-007-00001,paragraph_unit,PAR-DOC-POL-007-00001,DOC-POL-007,section2,1,heading,no,,,low,,,,,,,,,,review_required,auto_filtered=front_matter,,Ⅰ. 의결주문
CLS-SEED-DOC-POL-007-00002,paragraph_unit,PAR-DOC-POL-007-00002,DOC-POL-007,section2,2,bullet,yes,,,low,STR-002,초격차 전략기술 확보 (반도체·이차전지),,medium,TD-009,반도체디스플레이,TSD-009-001,인공지능 반도체,high,review_required,primary_score=9 | tech_score=10; subdomain=TSD-009-001,,ㅇ 「AI반도체 산업 도약 전략(안)」을 별지와 같이 의결함
CLS-SEED-DOC-POL-007-00003,paragraph_unit,PAR-DOC-POL-007-00003,DOC-POL-007,section2,3,heading,no,,,low,,,,,,,,,,review_required,auto_filtered=front_matter,,Ⅱ. 제안이유
CLS-SEED-DOC-POL-007-00004,paragraph_unit,PAR-DOC-POL-007-00004,DOC-POL-007,section2,4,bullet,yes,,,low,STR-002,초격차 전략기술 확보 (반도체·이차전지),,medium,TD-009,반도체디스플레이,TSD-009-001,인공지능 반도체,high,review_required,primary_score=9 | tech_score=10; subdomain=TSD-009-001,,ㅇ 국내 AI반도체 산업 생태계 조기 확립 및 K-엔비디아 육성을 위해 「AI반도체 산업 도약 전략(안)」수립·시행
CLS-SEED-DOC-POL-007-00005,paragraph_unit,PAR-DOC-POL-007-00005,DOC-POL-007,section2,5,heading,no,,,low,,,,,,,,,,review_required,auto_filtered=front_matter,,Ⅲ. 주요 내용
CLS-SEED-DOC-POL-007-00006,paragraph_unit,PAR-DOC-POL-007-00006,DOC-POL-007,section2,6,bullet,review,,,low,STR-002,초격차 전략기술 확보 (반도체·이차전지),,medium,TD-009,반도체디스플레이,TSD-009-001,인공지능 반도체,high,review_required,primary_score=9 | tech_score=10; subdomain=TSD-009-001,,□ 추진 배경
CLS-SEED-DOC-POL-007-00007,paragraph_unit,PAR-DOC-POL-007-00007,DOC-POL-007,section2,7,bullet,yes,infrastructure_policy,인프라,medium,STR-002,초격차 전략기술 확보 (반도체·이차전지),,medium,TD-009,반도체디스플레이,TSD-009-001,인공지능 반도체,high,review_required,primary_score=9 | tech_score=10; subdomain=TSD-009-001,,"ㅇ 전 세계적인 AX 가속화로 AI 국가戰 양상이 본격화되는 가운데, AI반도체는 이를 뒷받침하는 핵심 인프라로서 국가 AX에 중요 토대를 제공"
CLS-SEED-DOC-POL-007-00008,paragraph_unit,PAR-DOC-POL-007-00008,DOC-POL-007,section2,8,bullet,yes,,,low,STR-002,초격차 전략기술 확보 (반도체·이차전지),STR-008,medium,TD-009,반도체디스플레이,TSD-009-001,인공지능 반도체,high,review_required,primary_score=9; secondary_score=7 | tech_score=10; subdomain=TSD-009-001,,"- 그러나, AI 학습에 필수적인 GPU는 막대한 전력소비량과 운영비용 등으로 AI 서비스 수요 및 피지컬 AI시대 대응에는 한계"
CLS-SEED-DOC-POL-007-00009,paragraph_unit,PAR-DOC-POL-007-00009,DOC-POL-007,section2,9,bullet,yes,,,low,STR-002,초격차 전략기술 확보 (반도체·이차전지),,high,TD-009,반도체디스플레이,TSD-009-001,인공지능 반도체,high,review_required,primary_score=12 | tech_score=13; subdomain=TSD-009-001,,"ㅇ 향후 AI 서비스의 전면적 확산은 GPU 고비용 구조 극복이 관건으로, 추론에 특화된 NPU 등 국내 AI반도체 산업 집중 육성 필요"
CLS-SEED-DOC-POL-007-00010,paragraph_unit,PAR-DOC-POL-007-00010,DOC-POL-007,section2,10,bullet,no,,,low,,,,,,,,,,review_required,auto_filtered=front_matter,,□ 현황 및 우리의 현 주소
CLS-SEED-DOC-POL-007-00011,paragraph_unit,PAR-DOC-POL-007-00011,DOC-POL-007,section2,11,bullet,yes,,,low,STR-002,초격차 전략기술 확보 (반도체·이차전지),,high,TD-009,반도체디스플레이,TSD-009-001,인공지능 반도체,high,review_required,primary_score=12 | tech_score=13; subdomain=TSD-009-001,,"ㅇ (현황) 그간 정부 지원을 통해 2개 유니콘* 등 국산 NPU 기업 성장, 주요 기업들은 총 투자유치 1.7조원 및 기업가치 5.6조원 달성"
CLS-SEED-DOC-POL-007-00012,paragraph_unit,PAR-DOC-POL-007-00012,DOC-POL-007,section2,12,note,review,,,low,STR-002,초격차 전략기술 확보 (반도체·이차전지),,medium,TD-009,반도체디스플레이,TSD-009-001,인공지능 반도체,high,review_required,primary_score=9 | tech_score=10; subdomain=TSD-009-001,,* (퓨리오사AI) 기업가치 1조원(’25.7) / (리벨리온) 기업가치 1.9조원(’25.9)
CLS-SEED-DOC-POL-007-00013,paragraph_unit,PAR-DOC-POL-007-00013,DOC-POL-007,section2,13,bullet,yes,technology,개발,medium,STR-002,초격차 전략기술 확보 (반도체·이차전지),,high,TD-009,반도체디스플레이,TSD-009-001,인공지능 반도체,high,review_required,primary_score=12 | tech_score=16; subdomain=TSD-009-001,,- 서버·엣지·인터페이스 등 10여 개 팹리스 기업이 NPU 관련 제품을 출시하는 등 기술개발을 넘어 본격적인 시장 확산 단계에 돌입
CLS-SEED-DOC-POL-007-00014,paragraph_unit,PAR-DOC-POL-007-00014,DOC-POL-007,section2,14,bullet,yes,,,low,STR-002,초격차 전략기술 확보 (반도체·이차전지),,high,TD-009,반도체디스플레이,TSD-009-001,인공지능 반도체,high,review_required,primary_score=12 | tech_score=13; subdomain=TSD-009-001,,ㅇ (현주소) 국산 NPU는 아직 초기 단계로 시장이 요구하는 상용 수준의 레퍼런스·SW 등 부족으로 본격적인 확산을 위한 초기 마중물 필요
CLS-SEED-DOC-POL-007-00015,paragraph_unit,PAR-DOC-POL-007-00015,DOC-POL-007,section2,15,bullet,yes,,,low,STR-002,초격차 전략기술 확보 (반도체·이차전지),,medium,TD-009,반도체디스플레이,TSD-009-001,인공지능 반도체,high,review_required,primary_score=9 | tech_score=10; subdomain=TSD-009-001,,- 막대한 개발·양산 비용 및 반도체 인력 부족 등 안정적 성장 기반 미흡
CLS-SEED-DOC-POL-007-00016,paragraph_unit,PAR-DOC-POL-007-00016,DOC-POL-007,section2,16,bullet,review,,,low,STR-002,초격차 전략기술 확보 (반도체·이차전지),,medium,TD-009,반도체디스플레이,TSD-009-001,인공지능 반도체,high,review_required,primary_score=9 | tech_score=10; subdomain=TSD-009-001,,□ 추진과제
CLS-SEED-DOC-POL-007-00017,paragraph_unit,PAR-DOC-POL-007-00017,DOC-POL-007,section2,17,bullet,yes,technology,확보,medium,STR-002,초격차 전략기술 확보 (반도체·이차전지),,high,TD-009,반도체디스플레이,TSD-009-001,인공지능 반도체,high,review_required,primary_score=12 | tech_score=13; subdomain=TSD-009-001,,"ㅇ ①독자 AI모델과 연계한 성능 확보, ②테스트베드 구축, ③평가·피드백 등 ‘K-NPU 프로젝트’ 가동으로 독자 AI모델+국산 NPU 패키지化(~’27)"
CLS-SEED-DOC-POL-007-00018,paragraph_unit,PAR-DOC-POL-007-00018,DOC-POL-007,section2,18,heading,no,,,low,,,,,,,,,,review_required,auto_filtered=front_matter,,< K-AI+NPU 패키지 구현 기본방향 >
CLS-SEED-DOC-POL-007-00019,paragraph_unit,PAR-DOC-POL-007-00019,DOC-POL-007,section2,19,bullet,yes,technology,확보,medium,STR-002,초격차 전략기술 확보 (반도체·이차전지),,high,TD-009,반도체디스플레이,TSD-009-001,인공지능 반도체,high,review_required,primary_score=18 | tech_score=19; subdomain=TSD-009-001,,ㅇ 피지컬 AI 선도국 도약을 위해 온디바이스 AI NPU 패러다임 전환* 및 PIM·뉴로모픽 등 초저전력 차세대 AI반도체 기술 확보(~’29)
CLS-SEED-DOC-POL-007-00020,paragraph_unit,PAR-DOC-POL-007-00020,DOC-POL-007,section2,20,note,review,technology,개발|고도화,high,STR-002,초격차 전략기술 확보 (반도체·이차전지),,high,TD-009,반도체디스플레이,TSD-009-001,인공지능 반도체,high,review_required,primary_score=12 | tech_score=13; subdomain=TSD-009-001,,* (단기) LLM 특화 엣지향 NPU 개발 → (중·장기) 강화학습·LAM 등 피지컬AI 向 고도화
CLS-SEED-DOC-POL-007-00021,paragraph_unit,PAR-DOC-POL-007-00021,DOC-POL-007,section2,21,bullet,yes,infrastructure_policy,인프라,medium,STR-002,초격차 전략기술 확보 (반도체·이차전지),STR-001,medium,TD-009,반도체디스플레이,TSD-009-001,인공지능 반도체,high,review_required,primary_score=9; secondary_score=8 | tech_score=10; subdomain=TSD-009-001,,ㅇ 국산 AI반도체로 독자 AI모델 기반 대규모 서비스 제공을 위한 인프라 및 SW·클라우드 기술 등 AI컴퓨팅 인프라 기술자립화 달성(~’30)
CLS-SEED-DOC-POL-007-00022,paragraph_unit,PAR-DOC-POL-007-00022,DOC-POL-007,section2,22,bullet,yes,infrastructure_policy,제도,medium,STR-002,초격차 전략기술 확보 (반도체·이차전지),,high,TD-009,반도체디스플레이,TSD-009-001,인공지능 반도체,high,review_required,primary_score=12 | tech_score=13; subdomain=TSD-009-001,,ㅇ 범정부 ‘K-NPU 공공 선도 7대 과제’를 통해 초기 시장 마중물 제공(’26~) 및 공공조달 등 국산 NPU 도입을 위한 제도적 기반 마련
CLS-SEED-DOC-POL-007-00023,paragraph_unit,PAR-DOC-POL-007-00023,DOC-POL-007,section2,23,bullet,yes,,,low,STR-002,초격차 전략기술 확보 (반도체·이차전지),,high,TD-009,반도체디스플레이,TSD-009-001,인공지능 반도체,high,review_required,primary_score=12 | tech_score=13; subdomain=TSD-009-001,,"ㅇ 주력산업(자동차·방산 등), 국민 일상 등 국산 NPU 기반 산업 AX 가속화(’26~)로 민간수요 확대 및 K-AI+NPU의 글로벌化 집중 지원(’25~)"
CLS-SEED-DOC-POL-007-00024,paragraph_unit,PAR-DOC-POL-007-00024,DOC-POL-007,section2,24,bullet,yes,,,low,STR-002,초격차 전략기술 확보 (반도체·이차전지),,high,TD-009,반도체디스플레이,TSD-009-001,인공지능 반도체,high,review_required,primary_score=12 | tech_score=16; subdomain=TSD-009-001,,ㅇ AI반도체 팹리스에 대한 대규모 투·융자 프로그램으로 성장 단계별 맞춤형 지원(’26~) 및 수요기업의 국산 NPU 도입·투자 인센티브* 제공
CLS-SEED-DOC-POL-007-00025,paragraph_unit,PAR-DOC-POL-007-00025,DOC-POL-007,section2,25,note,review,infrastructure_policy,인프라,medium,STR-002,초격차 전략기술 확보 (반도체·이차전지),,high,TD-009,반도체디스플레이,TSD-009-001,인공지능 반도체,high,review_required,primary_score=12 | tech_score=13; subdomain=TSD-009-001,,* NPU 기반 AI컴퓨팅 인프라·설비 통합투자 등에 대한 세액 공제 신설(’26~)
CLS-SEED-DOC-POL-007-00026,paragraph_unit,PAR-DOC-POL-007-00026,DOC-POL-007,section2,26,heading,no,,,low,,,,,,,,,,review_required,auto_filtered=front_matter,,< 팹리스 대상 투·융자 지원방안(안) >
CLS-SEED-DOC-POL-007-00027,paragraph_unit,PAR-DOC-POL-007-00027,DOC-POL-007,section2,27,bullet,yes,talent,인재|양성,high,STR-002,초격차 전략기술 확보 (반도체·이차전지),,medium,TD-009,반도체디스플레이,TSD-009-001,인공지능 반도체,high,review_required,primary_score=9 | tech_score=10; subdomain=TSD-009-001,,"ㅇ 국산 AI반도체 기술 혁신을 선도할 석·박사급 고급인재 및 실전형 실무인재를 양성하고, 산·학·연 연계를 위한 R&BD 혁신허브* 조성"
