review_item_id,document_id,source_format,page_no,candidate_source,candidate_id,rows,cols,preview_text,suggested_class,heuristic_reason,keep_for_dashboard,merge_group_hint,canonical_table_id,review_status,reviewer_notes,treat_as_char,text_wrap
TRV-DOC-POL-009-JS-001,DOC-POL-009,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-009-001,1,1,,layout_false_positive,empty_table_box,no,,,review_required,,0,IN_FRONT_OF_TEXT
TRV-DOC-POL-009-JS-002,DOC-POL-009,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-009-002,2,4,"의안번호 | 제 7 호 | 의결
사항",layout_false_positive,front_matter_table,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-009-JS-003,DOC-POL-009,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-009-003,1,1,기초연구 생태계 육성 방안(안),layout_false_positive,single_cell_layout_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-009-JS-004,DOC-POL-009,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-009-004,1,1,과학기술관계장관회의,layout_false_positive,front_matter_table,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-009-JS-005,DOC-POL-009,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-009-005,2,5,제 출 자 | 과학기술정보통신부장관 | 배경훈 | 교육부장관,layout_false_positive,front_matter_table,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-009-JS-006,DOC-POL-009,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-009-006,1,1,기초연구 생태계 육성 방안(안) (요약),layout_false_positive,single_cell_layout_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-009-JS-007,DOC-POL-009,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-009-007,2,2,< 기초연구 수혜율 추세 > | < 기초연구 우수논문 실적 >,layout_false_positive,heading_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-009-JS-008,DOC-POL-009,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-009-008,3,3,비전 | 다양성과 수월성의 두 날개로 미래를 여는 기초연구,layout_false_positive,heading_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-009-JS-009,DOC-POL-009,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-009-009,1,1,(전략1) 안정적이고 지속 가능한 기초연구 투자시스템 확립,layout_false_positive,single_cell_layout_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-009-JS-010,DOC-POL-009,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-009-010,1,1,(전략2) 청년·리더 등 수요 맞춤형 기초연구 지원체계 확충,layout_false_positive,single_cell_layout_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-009-JS-011,DOC-POL-009,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-009-011,1,1,(전략3) 세계적 경쟁력을 갖춘 기초연구 기관 육성,layout_false_positive,single_cell_layout_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-009-JS-012,DOC-POL-009,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-009-012,1,1,"‣(지원대상) 기본적인 연구경쟁력을 갖춘 총 20개 내외의 대학
‣(지원분야) 대학의 발전 전략과 강점에 기반한 세부 연구 영역을 중심으로 지원
‣(지원규모) 연구 규모·성과(정량), 발전 계획(정성) 등 Formula 기반 대학별 규모 차등화
‣(지원내용) 연구 기초체력을 강화할 수 있는 연구 인력·시설·행정 등 ‘연구기반’에 투자
- ➀전임연구원(Sta",layout_false_positive,single_cell_layout_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-009-JS-013,DOC-POL-009,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-009-013,1,1,(전략4) 창의·도전적 연구에 전념할 수 있는 기반 구축,layout_false_positive,single_cell_layout_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-009-JS-014,DOC-POL-009,hwpx,section4,pymupdf_find_tables,TBL-DOC-POL-009-014,7,1,기초연구 생태계 육성 방안(안),review_required,single_column_info_box,review,,,review_required,,0,TOP_AND_BOTTOM
TRV-DOC-POL-009-JS-015,DOC-POL-009,hwpx,section7,pymupdf_find_tables,TBL-DOC-POL-009-015,1,1,Ⅰ. 추진배경,layout_false_positive,single_cell_layout_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-009-JS-016,DOC-POL-009,hwpx,section7,pymupdf_find_tables,TBL-DOC-POL-009-016,1,1,◈ 지속 발전해 온 기초연구 생태계는 R&D 예산삭감을 맞아 위축,layout_false_positive,single_cell_layout_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-009-JS-017,DOC-POL-009,hwpx,section7,pymupdf_find_tables,TBL-DOC-POL-009-017,1,1,◈ 생태계의 질적 고도화를 위해 새로운 접근이 요구되는 시점,layout_false_positive,single_cell_layout_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-009-JS-018,DOC-POL-009,hwpx,section7,pymupdf_find_tables,TBL-DOC-POL-009-018,1,1,"☞ R&D 예산삭감으로 인해 위축된 기초연구 생태계를 되살리고
세계적 성과를 창출하는 생태계로 한 단계 도약하기 위한 방안 마련",layout_false_positive,single_cell_layout_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-009-JS-019,DOC-POL-009,hwpx,section7,pymupdf_find_tables,TBL-DOC-POL-009-019,1,1,Ⅱ. 기초연구 현황 진단,layout_false_positive,single_cell_layout_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-009-JS-020,DOC-POL-009,hwpx,section7,pymupdf_find_tables,TBL-DOC-POL-009-020,1,3,1 | 투입(Input),layout_false_positive,single_row_layout_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-009-JS-021,DOC-POL-009,hwpx,section7,pymupdf_find_tables,TBL-DOC-POL-009-021,2,2,< 기초연구 투자 및 비중 추세 > | < 대학 연구인력 추세* >,layout_false_positive,heading_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-009-JS-022,DOC-POL-009,hwpx,section7,pymupdf_find_tables,TBL-DOC-POL-009-022,2,2,< 수혜율 추이 > | < 신진(39세 이하) 전임교원 수혜율 >,layout_false_positive,heading_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-009-JS-023,DOC-POL-009,hwpx,section7,pymupdf_find_tables,TBL-DOC-POL-009-023,1,3,2 | 산출(Output),layout_false_positive,single_row_layout_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-009-JS-024,DOC-POL-009,hwpx,section7,pymupdf_find_tables,TBL-DOC-POL-009-024,2,1,< 기초연구 우수논문 실적 >,layout_false_positive,heading_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-009-JS-025,DOC-POL-009,hwpx,section7,pymupdf_find_tables,TBL-DOC-POL-009-025,2,2,< HCR 연구자 수 > | < 2025년 주요국 HCR 연구자 수 >,layout_false_positive,heading_box,no,,,review_required,,1,TOP_AND_BOTTOM
