review_item_id,figure_id,document_id,title,doc_role,include_status,location,figure_type,extraction_method,extraction_confidence,has_source_bbox,generic_caption,caption,summary,asset_path,suggested_class,rationale,keep_for_dashboard,review_status,quality_status,reviewer_notes
FRV-DOC-POL-005-001,FIG-DOC-POL-005-001,DOC-POL-005,연구개발 생태계 혁신방안,policy_source,include,section2,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: 그림11.png
원본 그림의 크기: 가로 2560pixel, 세로 566pixel",그림11.png,work/02_structured-extraction/figures/assets/DOC-POL-005/image1.png,review_required,embedded image requires semantic figure review,review,review_required,review_required,
FRV-DOC-POL-005-002,FIG-DOC-POL-005-002,DOC-POL-005,연구개발 생태계 혁신방안,policy_source,include,section2,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: 그림12.png
원본 그림의 크기: 가로 2560pixel, 세로 567pixel",그림12.png,work/02_structured-extraction/figures/assets/DOC-POL-005/image2.png,review_required,embedded image requires semantic figure review,review,review_required,review_required,
FRV-DOC-POL-005-003,FIG-DOC-POL-005-003,DOC-POL-005,연구개발 생태계 혁신방안,policy_source,include,section2,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: 그림13.png
원본 그림의 크기: 가로 2560pixel, 세로 566pixel",그림13.png,work/02_structured-extraction/figures/assets/DOC-POL-005/image3.png,review_required,embedded image requires semantic figure review,review,review_required,review_required,
FRV-DOC-POL-005-004,FIG-DOC-POL-005-004,DOC-POL-005,연구개발 생태계 혁신방안,policy_source,include,section2,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: image1.png
원본 그림의 크기: 가로 1301pixel, 세로 1706pixel",image1.png,work/02_structured-extraction/figures/assets/DOC-POL-005/image4.png,review_required,embedded image requires semantic figure review,review,review_required,review_required,
FRV-DOC-POL-005-005,FIG-DOC-POL-005-005,DOC-POL-005,연구개발 생태계 혁신방안,policy_source,include,section3,image,hwpx-xml-parser,medium,0,0,,,work/02_structured-extraction/figures/assets/DOC-POL-005/image5.bmp,review_required,embedded image requires semantic figure review,review,review_required,review_required,
FRV-DOC-POL-005-006,FIG-DOC-POL-005-006,DOC-POL-005,연구개발 생태계 혁신방안,policy_source,include,section5,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: image1.png
원본 그림의 크기: 가로 1114pixel, 세로 551pixel",image1.png,work/02_structured-extraction/figures/assets/DOC-POL-005/image7.png,review_required,embedded image requires semantic figure review,review,review_required,review_required,
FRV-DOC-POL-005-007,FIG-DOC-POL-005-007,DOC-POL-005,연구개발 생태계 혁신방안,policy_source,include,section5,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: 그림5.png
원본 그림의 크기: 가로 2452pixel, 세로 675pixel",그림5.png,work/02_structured-extraction/figures/assets/DOC-POL-005/image8.png,review_required,embedded image requires semantic figure review,review,review_required,review_required,
FRV-DOC-POL-005-008,FIG-DOC-POL-005-008,DOC-POL-005,연구개발 생태계 혁신방안,policy_source,include,section5,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: 그림6.png
원본 그림의 크기: 가로 2452pixel, 세로 765pixel",그림6.png,work/02_structured-extraction/figures/assets/DOC-POL-005/image9.png,review_required,embedded image requires semantic figure review,review,review_required,review_required,
FRV-DOC-POL-005-009,FIG-DOC-POL-005-009,DOC-POL-005,연구개발 생태계 혁신방안,policy_source,include,section5,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: 그림7.png
원본 그림의 크기: 가로 2452pixel, 세로 817pixel",그림7.png,work/02_structured-extraction/figures/assets/DOC-POL-005/image10.png,review_required,embedded image requires semantic figure review,review,review_required,review_required,
FRV-DOC-POL-005-010,FIG-DOC-POL-005-010,DOC-POL-005,연구개발 생태계 혁신방안,policy_source,include,section5,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: image1.png
원본 그림의 크기: 가로 1404pixel, 세로 1033pixel",image1.png,work/02_structured-extraction/figures/assets/DOC-POL-005/image11.png,review_required,embedded image requires semantic figure review,review,review_required,review_required,
FRV-DOC-POL-005-011,FIG-DOC-POL-005-011,DOC-POL-005,연구개발 생태계 혁신방안,policy_source,include,section5,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: 그림11.png
원본 그림의 크기: 가로 2560pixel, 세로 566pixel",그림11.png,work/02_structured-extraction/figures/assets/DOC-POL-005/image12.png,review_required,embedded image requires semantic figure review,review,review_required,review_required,
FRV-DOC-POL-005-012,FIG-DOC-POL-005-012,DOC-POL-005,연구개발 생태계 혁신방안,policy_source,include,section5,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: 그림12.png
원본 그림의 크기: 가로 2560pixel, 세로 567pixel",그림12.png,work/02_structured-extraction/figures/assets/DOC-POL-005/image13.png,review_required,embedded image requires semantic figure review,review,review_required,review_required,
FRV-DOC-POL-005-013,FIG-DOC-POL-005-013,DOC-POL-005,연구개발 생태계 혁신방안,policy_source,include,section5,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: 그림13.png
원본 그림의 크기: 가로 2560pixel, 세로 566pixel",그림13.png,work/02_structured-extraction/figures/assets/DOC-POL-005/image14.png,review_required,embedded image requires semantic figure review,review,review_required,review_required,
FRV-DOC-POL-005-014,FIG-DOC-POL-005-014,DOC-POL-005,연구개발 생태계 혁신방안,policy_source,include,section5,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: image1.png
원본 그림의 크기: 가로 1301pixel, 세로 1706pixel",image1.png,work/02_structured-extraction/figures/assets/DOC-POL-005/image4.png,review_required,embedded image requires semantic figure review,review,review_required,review_required,
FRV-DOC-POL-005-015,FIG-DOC-POL-005-015,DOC-POL-005,연구개발 생태계 혁신방안,policy_source,include,section5,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: image1.png
원본 그림의 크기: 가로 113pixel, 세로 81pixel",image1.png,work/02_structured-extraction/figures/assets/DOC-POL-005/image15.png,review_required,embedded image requires semantic figure review,review,review_required,review_required,
FRV-DOC-POL-005-016,FIG-DOC-POL-005-016,DOC-POL-005,연구개발 생태계 혁신방안,policy_source,include,section5,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: image1.png
원본 그림의 크기: 가로 113pixel, 세로 81pixel",image1.png,work/02_structured-extraction/figures/assets/DOC-POL-005/image15.png,review_required,embedded image requires semantic figure review,review,review_required,review_required,
FRV-DOC-POL-005-017,FIG-DOC-POL-005-017,DOC-POL-005,연구개발 생태계 혁신방안,policy_source,include,section5,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: image1.png
원본 그림의 크기: 가로 113pixel, 세로 81pixel",image1.png,work/02_structured-extraction/figures/assets/DOC-POL-005/image15.png,review_required,embedded image requires semantic figure review,review,review_required,review_required,
FRV-DOC-POL-005-018,FIG-DOC-POL-005-018,DOC-POL-005,연구개발 생태계 혁신방안,policy_source,include,section5,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: image1.png
원본 그림의 크기: 가로 113pixel, 세로 81pixel",image1.png,work/02_structured-extraction/figures/assets/DOC-POL-005/image15.png,review_required,embedded image requires semantic figure review,review,review_required,review_required,
FRV-DOC-POL-005-019,FIG-DOC-POL-005-019,DOC-POL-005,연구개발 생태계 혁신방안,policy_source,include,section5,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: image1.png
원본 그림의 크기: 가로 113pixel, 세로 81pixel",image1.png,work/02_structured-extraction/figures/assets/DOC-POL-005/image15.png,review_required,embedded image requires semantic figure review,review,review_required,review_required,
FRV-DOC-POL-005-020,FIG-DOC-POL-005-020,DOC-POL-005,연구개발 생태계 혁신방안,policy_source,include,section5,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: image1.png
원본 그림의 크기: 가로 113pixel, 세로 81pixel",image1.png,work/02_structured-extraction/figures/assets/DOC-POL-005/image15.png,review_required,embedded image requires semantic figure review,review,review_required,review_required,
FRV-DOC-POL-005-021,FIG-DOC-POL-005-021,DOC-POL-005,연구개발 생태계 혁신방안,policy_source,include,section5,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: image1.png
원본 그림의 크기: 가로 113pixel, 세로 81pixel",image1.png,work/02_structured-extraction/figures/assets/DOC-POL-005/image15.png,review_required,embedded image requires semantic figure review,review,review_required,review_required,
FRV-DOC-POL-005-022,FIG-DOC-POL-005-022,DOC-POL-005,연구개발 생태계 혁신방안,policy_source,include,section5,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: image1.png
원본 그림의 크기: 가로 113pixel, 세로 81pixel",image1.png,work/02_structured-extraction/figures/assets/DOC-POL-005/image15.png,review_required,embedded image requires semantic figure review,review,review_required,review_required,
FRV-DOC-POL-005-023,FIG-DOC-POL-005-023,DOC-POL-005,연구개발 생태계 혁신방안,policy_source,include,section5,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: image1.png
원본 그림의 크기: 가로 113pixel, 세로 81pixel",image1.png,work/02_structured-extraction/figures/assets/DOC-POL-005/image15.png,review_required,embedded image requires semantic figure review,review,review_required,review_required,
FRV-DOC-POL-005-024,FIG-DOC-POL-005-024,DOC-POL-005,연구개발 생태계 혁신방안,policy_source,include,section5,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: image1.png
원본 그림의 크기: 가로 113pixel, 세로 81pixel",image1.png,work/02_structured-extraction/figures/assets/DOC-POL-005/image15.png,review_required,embedded image requires semantic figure review,review,review_required,review_required,
FRV-DOC-POL-005-025,FIG-DOC-POL-005-025,DOC-POL-005,연구개발 생태계 혁신방안,policy_source,include,section5,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: image1.png
원본 그림의 크기: 가로 113pixel, 세로 81pixel",image1.png,work/02_structured-extraction/figures/assets/DOC-POL-005/image15.png,review_required,embedded image requires semantic figure review,review,review_required,review_required,
