review_item_id,document_id,source_format,page_no,candidate_source,candidate_id,rows,cols,preview_text,suggested_class,heuristic_reason,keep_for_dashboard,merge_group_hint,canonical_table_id,review_status,reviewer_notes,treat_as_char,text_wrap
TRV-DOC-POL-006-JS-001,DOC-POL-006,pdf,2,pymupdf_find_tables,TBL-DOC-POL-006-001,1,2,Ⅰ | 추진배경,layout_false_positive,single_row_small_box,no,PAGE-02,,review_required,,,
TRV-DOC-POL-006-JS-002,DOC-POL-006,pdf,3,pymupdf_find_tables,TBL-DOC-POL-006-002,1,2,Ⅲ | 목표 및 추진,layout_false_positive,single_row_small_box,no,PAGE-03,,review_required,,,
TRV-DOC-POL-006-MD-001,DOC-POL-006,pdf,8,pymupdf4llm_markdown,PAR-DOC-POL-006-00104,3,4,|Col1|국가전략첨단소재․부품 분야|기후․에너지․미래대응 분야|K-붐업 분야|,structured_table,markdown_table_detected,yes,PAGE-08,,review_required,,,
TRV-DOC-POL-006-JS-003,DOC-POL-006,pdf,8,pymupdf_find_tables,TBL-DOC-POL-006-003,3,4,국가전략첨단소재․부품 분야 | 기후․에너지․미래대응 분야 | K-붐업 분야,structured_table,shape_based,yes,PAGE-08,,review_required,,,
TRV-DOC-POL-006-MD-002,DOC-POL-006,pdf,9,pymupdf4llm_markdown,PAR-DOC-POL-006-00114,7,2,"|성장전략TF/관계부처 장관회의(경장, 산경장 등)|Col2|",structured_table,markdown_table_detected,yes,PAGE-09,,review_required,,,
TRV-DOC-POL-006-JS-004,DOC-POL-006,pdf,9,pymupdf_find_tables,TBL-DOC-POL-006-004,1,2,※ 現 기재부 신성장전략기획추진단을 “초혁신경제추진단”으로 개편 예 | 정,layout_false_positive,single_row_small_box,no,PAGE-09,,review_required,,,
TRV-DOC-POL-006-JS-005,DOC-POL-006,pdf,9,pymupdf_find_tables,TBL-DOC-POL-006-005,7,2,"성장전략TF/관계부처 장관회의(경장, 산경장 등)",structured_table,shape_based,yes,PAGE-09,,review_required,,,
TRV-DOC-POL-006-JS-006,DOC-POL-006,pdf,10,pymupdf_find_tables,TBL-DOC-POL-006-006,1,12,이 | 질 | 적 | 인 성격,fragment_or_broken,wide_text_fragment,review,PAGE-10,,review_required,,,
TRV-DOC-POL-006-MD-003,DOC-POL-006,pdf,13,pymupdf4llm_markdown,PAR-DOC-POL-006-00173,4,5,|Col1|솔레노이드|토로이드|레이스트랙|새들|,structured_table,markdown_table_detected,yes,PAGE-13,,review_required,,,
TRV-DOC-POL-006-JS-007,DOC-POL-006,pdf,13,pymupdf_find_tables,TBL-DOC-POL-006-007,4,5,솔레노이드 | 토로이드 | 레이스트랙 | 새들,structured_table,shape_based,yes,PAGE-13,,review_required,,,
