review_item_id,document_id,source_format,page_no,candidate_source,candidate_id,rows,cols,preview_text,suggested_class,heuristic_reason,keep_for_dashboard,merge_group_hint,canonical_table_id,review_status,reviewer_notes,treat_as_char,text_wrap
TRV-DOC-POL-012-JS-001,DOC-POL-012,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-012-001,1,1,,layout_false_positive,empty_table_box,no,,,review_required,,0,IN_FRONT_OF_TEXT
TRV-DOC-POL-012-JS-002,DOC-POL-012,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-012-002,2,4,"의안번호 | 제 3 호 | 의결
사항",layout_false_positive,front_matter_table,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-012-JS-003,DOC-POL-012,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-012-003,1,1,"성공적 국가 AI대전환을 위한
정부 AX사업 全주기
원스톱 지원방안(안)",layout_false_positive,single_cell_layout_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-012-JS-004,DOC-POL-012,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-012-004,1,1,과학기술관계장관회의,layout_false_positive,front_matter_table,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-012-JS-005,DOC-POL-012,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-012-005,2,5,제 출 자 | 과학기술정보통신부장관 | 배경훈 | 행정안전부장관,layout_false_positive,front_matter_table,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-012-JS-006,DOC-POL-012,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-012-006,1,1,정부 AX사업 全주기 원스톱 지원방안(안) (요약),layout_false_positive,single_cell_layout_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-012-JS-007,DOC-POL-012,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-012-007,1,1,구분,layout_false_positive,single_cell_layout_box,no,,,review_required,,0,TOP_AND_BOTTOM
TRV-DOC-POL-012-JS-008,DOC-POL-012,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-012-008,7,2,GPU | · 정부가 확보한 첨단GPU 1만장 중 일정량 할당 및 활용 지원,review_required,hwpx_needs_manual_review,review,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-012-JS-009,DOC-POL-012,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-012-009,19,115,과학기술 관계장관회의(위원장 : 과기부총리),layout_false_positive,front_matter_table,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-012-JS-010,DOC-POL-012,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-012-010,1,1,"· 민관 AX자원 통합정보 구축, AX 가이드라인 개발, AX 자원 메뉴판 구성 등
· ’26년 AX 사업 기획 컨설팅 지원
· ’26년 AX 사업 수행 지원(기술·인프라 지원, 규제 해소 등)",layout_false_positive,single_cell_layout_box,no,,,review_required,,0,TOP_AND_BOTTOM
TRV-DOC-POL-012-JS-011,DOC-POL-012,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-012-011,7,1,"성공적 국가 AI대전환을 위한
정부 AX사업 全주기
원스톱 지원방안(안)",review_required,single_column_info_box,review,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-012-JS-012,DOC-POL-012,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-012-012,1,1,Ⅰ. 추진배경,layout_false_positive,single_cell_layout_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-012-JS-013,DOC-POL-012,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-012-013,3,2,구분 | 주요내용,review_required,hwpx_needs_manual_review,review,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-012-JS-014,DOC-POL-012,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-012-014,1,2,"* “AI혁신의 3대 필수조건인 SW, 과학기술 역량, 제조능력을 모두 갖춘 나라는 극소수인데, 한국은 그중 하나이며, AI로봇 공장, 자율주행, 의료로봇 등에서 한국이 선도적 역할을 할 것”(엔비디아 젠슨황 CEO, ‘25.10.)",layout_false_positive,single_row_layout_box,no,,,review_required,,0,TOP_AND_BOTTOM
TRV-DOC-POL-012-JS-015,DOC-POL-012,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-012-015,1,1,"⇨ 범정부 차원의 AX 협업체계를 구축하여, 全 부처가 대규모 AX예산과 보유 자원·역량을 효과적으로 연계·활용함으로써, 분야별 AX 성공사례를 조기에 창출하고 AI 기반의 성장과 혁신 주도 필요",layout_false_positive,single_cell_layout_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-012-JS-016,DOC-POL-012,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-012-016,1,3,붙임1 | 부처별 AX사업 주요 현황,layout_false_positive,single_row_layout_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-012-JS-017,DOC-POL-012,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-012-017,6,8,"분야 | ∎ 중기제조, 보건복지, 국방, 환경, 농업, 식품의료기기, 국토·교통 등 분야 대상 생활밀접형 제품 246개의 신속한 AI적용 지원 | 공공 | 제조",structured_table,hwpx_matrix_table,yes,,,review_required,,0,TOP_AND_BOTTOM
TRV-DOC-POL-012-JS-018,DOC-POL-012,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-012-018,1,3,붙임2 | AX프로세스별 성공요인 및 정책지원 필요사항,layout_false_positive,single_row_layout_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-012-JS-019,DOC-POL-012,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-012-019,11,5,세부 절차 | 주요활동 | 핵심 성공요인 | 정책적 지원 필요사항,structured_table,hwpx_matrix_table,yes,,,review_required,,1,TOP_AND_BOTTOM
