review_item_id,document_id,source_format,page_no,candidate_source,candidate_id,rows,cols,preview_text,suggested_class,heuristic_reason,keep_for_dashboard,merge_group_hint,canonical_table_id,review_status,reviewer_notes,treat_as_char,text_wrap
TRV-DOC-POL-003-JS-001,DOC-POL-003,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-003-001,1,1,,layout_false_positive,empty_table_box,no,,,review_required,,0,IN_FRONT_OF_TEXT
TRV-DOC-POL-003-JS-002,DOC-POL-003,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-003-002,2,4,"의안번호 | 제 3 호 | 의결
사항",layout_false_positive,front_matter_table,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-003-JS-003,DOC-POL-003,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-003-003,1,1,제조AX (M.AX) 추진방향(안),layout_false_positive,single_cell_layout_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-003-JS-004,DOC-POL-003,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-003-004,1,1,과학기술관계장관회의,layout_false_positive,front_matter_table,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-003-JS-005,DOC-POL-003,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-003-005,2,3,제 출 자 | 산업통상부장관 | 김정관,layout_false_positive,front_matter_table,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-003-JS-006,DOC-POL-003,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-003-006,1,1,제조AX (M.AX) 추진방향(안) (요약),layout_false_positive,single_cell_layout_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-003-JS-007,DOC-POL-003,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-003-007,4,2,전 략 | 내 용,review_required,hwpx_needs_manual_review,review,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-003-JS-008,DOC-POL-003,hwpx,section1,pymupdf_find_tables,TBL-DOC-POL-003-008,7,1,제조AX (M.AX) 추진방향(안),review_required,single_column_info_box,review,,,review_required,,0,TOP_AND_BOTTOM
TRV-DOC-POL-003-JS-009,DOC-POL-003,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-003-009,3,1,제조AX (M.AX) 추진방향(안),review_required,single_column_info_box,review,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-003-JS-010,DOC-POL-003,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-003-010,1,2,I | 추진 배경,layout_false_positive,single_row_layout_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-003-JS-011,DOC-POL-003,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-003-011,1,1,"⇒ 단순한 기술 도입을 넘어서, AI를 활용하여 우리 제조업의 DNA를 근본적으로 혁신하는 ‘제조AX(M.AX)’를 통해 미래 경쟁력 확보 필요",layout_false_positive,single_cell_layout_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-003-JS-012,DOC-POL-003,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-003-012,1,2,II | 제조AX 3대 전략,layout_false_positive,single_row_layout_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-003-JS-013,DOC-POL-003,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-003-013,4,2,전 략 | 내 용,review_required,hwpx_needs_manual_review,review,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-003-JS-014,DOC-POL-003,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-003-014,1,2,III | 3대 전략별 추진 과제,layout_false_positive,single_row_layout_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-003-JS-015,DOC-POL-003,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-003-015,1,1,➊ 산(수요-공급)·학·연이 모두 함께하는 제조AX 생태계 구축,layout_false_positive,single_cell_layout_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-003-JS-016,DOC-POL-003,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-003-016,1,1,"￭ (구성) AI 팩토리, 휴머노이드, 자율주행차, 자율운항선박 등 10개 분과로 구성
￭ (참여) 각 분과별로 핵심 제조·부품 기업, AI 개발 기업, 학계·연구기관 등 참여
￭ (기능) 업종별 데이터 공유 및 표준화, 특화 AI 모델 공동 개발 및 실증 협력",layout_false_positive,single_cell_layout_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-003-JS-017,DOC-POL-003,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-003-017,1,1,➋ 세계 최고 수준의 업종별 특화 AI 모델로 제조 공정 혁신,layout_false_positive,single_cell_layout_box,no,,,review_required,,1,TOP_AND_BOTTOM
TRV-DOC-POL-003-JS-018,DOC-POL-003,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-003-018,1,1,"￭ (고품질 데이터) 각 업종을 대표하고 있는 앵커 기업들이 선도 사업에 대거 참여
￭ (연 결 데이터) 업종 내 공급망의 대·중견·중소 기업간 AI를 수직적으로 확산",layout_false_positive,single_cell_layout_box,no,,,review_required,,1,TOP_AND_BOTTOM
