review_item_id,figure_id,document_id,title,doc_role,include_status,location,figure_type,extraction_method,extraction_confidence,has_source_bbox,generic_caption,caption,summary,asset_path,suggested_class,rationale,keep_for_dashboard,review_status,quality_status,reviewer_notes
FRV-DOC-POL-013-001,FIG-DOC-POL-013-001,DOC-POL-013,범부처 기술관리체계 정비 및 협업 강화 방향,policy_source,hold,section2,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: 그림2.png
원본 그림의 크기: 가로 1756pixel, 세로 2313pixel",그림2.png,work/02_structured-extraction/figures/assets/DOC-POL-013/image1.png,deferred_hold_image,embedded image in hold-scope document,no,review_required,deferred_hold,
FRV-DOC-POL-013-002,FIG-DOC-POL-013-002,DOC-POL-013,범부처 기술관리체계 정비 및 협업 강화 방향,policy_source,hold,section2,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: 그림4.png
원본 그림의 크기: 가로 1851pixel, 세로 446pixel",그림4.png,work/02_structured-extraction/figures/assets/DOC-POL-013/image2.png,deferred_hold_image,embedded image in hold-scope document,no,review_required,deferred_hold,
FRV-DOC-POL-013-003,FIG-DOC-POL-013-003,DOC-POL-013,범부처 기술관리체계 정비 및 협업 강화 방향,policy_source,hold,section4,image,hwpx-xml-parser,medium,0,0,,,work/02_structured-extraction/figures/assets/DOC-POL-013/image3.bmp,deferred_hold_image,embedded image in hold-scope document,no,review_required,deferred_hold,
FRV-DOC-POL-013-004,FIG-DOC-POL-013-004,DOC-POL-013,범부처 기술관리체계 정비 및 협업 강화 방향,policy_source,hold,section8,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: 그림2.png
원본 그림의 크기: 가로 1756pixel, 세로 2313pixel",그림2.png,work/02_structured-extraction/figures/assets/DOC-POL-013/image1.png,deferred_hold_image,embedded image in hold-scope document,no,review_required,deferred_hold,
FRV-DOC-POL-013-005,FIG-DOC-POL-013-005,DOC-POL-013,범부처 기술관리체계 정비 및 협업 강화 방향,policy_source,hold,section8,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: 그림3.png
원본 그림의 크기: 가로 2292pixel, 세로 1201pixel",그림3.png,work/02_structured-extraction/figures/assets/DOC-POL-013/image5.png,deferred_hold_image,embedded image in hold-scope document,no,review_required,deferred_hold,
FRV-DOC-POL-013-006,FIG-DOC-POL-013-006,DOC-POL-013,범부처 기술관리체계 정비 및 협업 강화 방향,policy_source,hold,section8,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: 슬라이드4.PNG
원본 그림의 크기: 가로 1123pixel, 세로 1587pixel",슬라이드4.PNG,work/02_structured-extraction/figures/assets/DOC-POL-013/image6.PNG,deferred_hold_image,embedded image in hold-scope document,no,review_required,deferred_hold,
FRV-DOC-POL-013-007,FIG-DOC-POL-013-007,DOC-POL-013,범부처 기술관리체계 정비 및 협업 강화 방향,policy_source,hold,section8,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: 그림4.png
원본 그림의 크기: 가로 1851pixel, 세로 446pixel",그림4.png,work/02_structured-extraction/figures/assets/DOC-POL-013/image2.png,deferred_hold_image,embedded image in hold-scope document,no,review_required,deferred_hold,
FRV-DOC-POL-013-008,FIG-DOC-POL-013-008,DOC-POL-013,범부처 기술관리체계 정비 및 협업 강화 방향,policy_source,hold,section8,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: 슬라이드6.PNG
원본 그림의 크기: 가로 1123pixel, 세로 1587pixel",슬라이드6.PNG,work/02_structured-extraction/figures/assets/DOC-POL-013/image7.PNG,deferred_hold_image,embedded image in hold-scope document,no,review_required,deferred_hold,
FRV-DOC-POL-013-009,FIG-DOC-POL-013-009,DOC-POL-013,범부처 기술관리체계 정비 및 협업 강화 방향,policy_source,hold,section8,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: 슬라이드7.PNG
원본 그림의 크기: 가로 1123pixel, 세로 1587pixel",슬라이드7.PNG,work/02_structured-extraction/figures/assets/DOC-POL-013/image8.PNG,deferred_hold_image,embedded image in hold-scope document,no,review_required,deferred_hold,
FRV-DOC-POL-013-010,FIG-DOC-POL-013-010,DOC-POL-013,범부처 기술관리체계 정비 및 협업 강화 방향,policy_source,hold,section8,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: 슬라이드8.PNG
원본 그림의 크기: 가로 1123pixel, 세로 1587pixel",슬라이드8.PNG,work/02_structured-extraction/figures/assets/DOC-POL-013/image9.PNG,deferred_hold_image,embedded image in hold-scope document,no,review_required,deferred_hold,
