review_item_id,document_id,source_format,page_no,candidate_source,candidate_id,rows,cols,preview_text,suggested_class,heuristic_reason,keep_for_dashboard,merge_group_hint,canonical_table_id,review_status,reviewer_notes,treat_as_char,text_wrap
TRV-DOC-POL-010-JS-001,DOC-POL-010,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-010-001,1,1,,layout_false_positive,empty_table_box,no,,,reviewed,1차 heuristic seed. 레이아웃 박스/표 도구 기반 제목 요소로 판단해 제외.,0,IN_FRONT_OF_TEXT
TRV-DOC-POL-010-JS-002,DOC-POL-010,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-010-002,2,4,"의안번호 | 제 8 호 | 의결
사항",layout_false_positive,front_matter_table,no,,,reviewed,1차 heuristic seed. 레이아웃 박스/표 도구 기반 제목 요소로 판단해 제외.,1,TOP_AND_BOTTOM
TRV-DOC-POL-010-JS-003,DOC-POL-010,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-010-003,1,1,과학기술분야 출연(연) 정책방향(안),layout_false_positive,single_cell_layout_box,no,,,reviewed,1차 heuristic seed. 레이아웃 박스/표 도구 기반 제목 요소로 판단해 제외.,1,TOP_AND_BOTTOM
TRV-DOC-POL-010-JS-004,DOC-POL-010,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-010-004,1,1,과학기술관계장관회의,layout_false_positive,front_matter_table,no,,,reviewed,1차 heuristic seed. 레이아웃 박스/표 도구 기반 제목 요소로 판단해 제외.,1,TOP_AND_BOTTOM
TRV-DOC-POL-010-JS-005,DOC-POL-010,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-010-005,2,3,제 출 자 | 과학기술정보통신부장관 | 배경훈,layout_false_positive,front_matter_table,no,,,reviewed,1차 heuristic seed. 레이아웃 박스/표 도구 기반 제목 요소로 판단해 제외.,1,TOP_AND_BOTTOM
TRV-DOC-POL-010-JS-006,DOC-POL-010,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-010-006,1,1,과학기술분야 출연(연) 정책방향(안) (요약),layout_false_positive,single_cell_layout_box,no,,,reviewed,1차 heuristic seed. 레이아웃 박스/표 도구 기반 제목 요소로 판단해 제외.,1,TOP_AND_BOTTOM
TRV-DOC-POL-010-JS-007,DOC-POL-010,hwpx,section3,pymupdf_find_tables,TBL-DOC-POL-010-007,7,1,과학기술분야 출연(연) 정책방향(안),review_required,single_column_info_box,no,,,reviewed,표가 아니라 표지/제목 박스 반복 요소.,0,TOP_AND_BOTTOM
TRV-DOC-POL-010-JS-008,DOC-POL-010,hwpx,section7,pymupdf_find_tables,TBL-DOC-POL-010-008,1,1,Ⅰ. 추진 배경,layout_false_positive,single_cell_layout_box,no,,,reviewed,1차 heuristic seed. 레이아웃 박스/표 도구 기반 제목 요소로 판단해 제외.,1,TOP_AND_BOTTOM
TRV-DOC-POL-010-JS-009,DOC-POL-010,hwpx,section7,pymupdf_find_tables,TBL-DOC-POL-010-009,1,1,"◈ 출연(연), 혁신과 변화의 물결에 직면",layout_false_positive,single_cell_layout_box,no,,,reviewed,1차 heuristic seed. 레이아웃 박스/표 도구 기반 제목 요소로 판단해 제외.,0,TOP_AND_BOTTOM
TRV-DOC-POL-010-JS-010,DOC-POL-010,hwpx,section7,pymupdf_find_tables,TBL-DOC-POL-010-010,1,1,◈ 대형성과 창출을 저해하는 구조적 문제 누적,layout_false_positive,single_cell_layout_box,no,,,reviewed,1차 heuristic seed. 레이아웃 박스/표 도구 기반 제목 요소로 판단해 제외.,0,TOP_AND_BOTTOM
TRV-DOC-POL-010-JS-011,DOC-POL-010,hwpx,section7,pymupdf_find_tables,TBL-DOC-POL-010-011,1,1,"◈ PBS 도입 30년, 선도형 R&D에 맞는 새로운 틀 필요",layout_false_positive,single_cell_layout_box,no,,,reviewed,1차 heuristic seed. 레이아웃 박스/표 도구 기반 제목 요소로 판단해 제외.,0,TOP_AND_BOTTOM
TRV-DOC-POL-010-JS-012,DOC-POL-010,hwpx,section7,pymupdf_find_tables,TBL-DOC-POL-010-012,3,5,명목GDP | 국가R&D 규모 | 정부R&D 예산 | R&D 집행부처,structured_table,hwpx_matrix_table,yes,,CTBL-DOC-POL-010-001,reviewed,1차 heuristic seed. 구조표 후보로 유지.,1,TOP_AND_BOTTOM
TRV-DOC-POL-010-JS-013,DOC-POL-010,hwpx,section7,pymupdf_find_tables,TBL-DOC-POL-010-013,1,1,"⇨ 임무수행체계, 평가·환류체계, 연구환경 등 구조적 문제를 해결하고, 시대적 임무에 부합하는 성과창출형 국가거점으로 재도약",layout_false_positive,single_cell_layout_box,no,,,reviewed,1차 heuristic seed. 레이아웃 박스/표 도구 기반 제목 요소로 판단해 제외.,1,TOP_AND_BOTTOM
TRV-DOC-POL-010-JS-014,DOC-POL-010,hwpx,section7,pymupdf_find_tables,TBL-DOC-POL-010-014,1,3,참고1 | 과학기술분야 정부출연연구기관 일반현황,layout_false_positive,single_row_layout_box,no,,,reviewed,1차 heuristic seed. 레이아웃 박스/표 도구 기반 제목 요소로 판단해 제외.,1,TOP_AND_BOTTOM
TRV-DOC-POL-010-JS-015,DOC-POL-010,hwpx,section7,pymupdf_find_tables,TBL-DOC-POL-010-015,1,1,"(단위: 건, 억원)",layout_false_positive,single_cell_layout_box,no,,,reviewed,1차 heuristic seed. 레이아웃 박스/표 도구 기반 제목 요소로 판단해 제외.,1,TOP_AND_BOTTOM
TRV-DOC-POL-010-JS-016,DOC-POL-010,hwpx,section7,pymupdf_find_tables,TBL-DOC-POL-010-016,1,1,Ⅱ. 현황 진단,layout_false_positive,single_cell_layout_box,no,,,reviewed,1차 heuristic seed. 레이아웃 박스/표 도구 기반 제목 요소로 판단해 제외.,1,TOP_AND_BOTTOM
TRV-DOC-POL-010-JS-017,DOC-POL-010,hwpx,section7,pymupdf_find_tables,TBL-DOC-POL-010-017,1,3,1 | 그간의 성과 및 현주소,layout_false_positive,single_row_layout_box,no,,,reviewed,1차 heuristic seed. 레이아웃 박스/표 도구 기반 제목 요소로 판단해 제외.,1,TOP_AND_BOTTOM
TRV-DOC-POL-010-JS-018,DOC-POL-010,hwpx,section7,pymupdf_find_tables,TBL-DOC-POL-010-018,1,1,◈ (그간의 성과) 우수한 연구자들이 모여 임무에 부합하는 대형성과 창출,layout_false_positive,single_cell_layout_box,no,,,reviewed,1차 heuristic seed. 레이아웃 박스/표 도구 기반 제목 요소로 판단해 제외.,1,TOP_AND_BOTTOM
TRV-DOC-POL-010-JS-019,DOC-POL-010,hwpx,section7,pymupdf_find_tables,TBL-DOC-POL-010-019,3,4,70년대 | 80년대 | 90년대 | 00~10년대,structured_table,hwpx_matrix_table,yes,,CTBL-DOC-POL-010-002,reviewed,1차 heuristic seed. 구조표 후보로 유지.,0,TOP_AND_BOTTOM
TRV-DOC-POL-010-JS-020,DOC-POL-010,hwpx,section7,pymupdf_find_tables,TBL-DOC-POL-010-020,1,1,◈ (현주소) ‘대형성과 저조’ 및 ‘우수인재 이탈’,layout_false_positive,single_cell_layout_box,no,,,reviewed,1차 heuristic seed. 레이아웃 박스/표 도구 기반 제목 요소로 판단해 제외.,1,TOP_AND_BOTTOM
TRV-DOC-POL-010-JS-021,DOC-POL-010,hwpx,section7,pymupdf_find_tables,TBL-DOC-POL-010-021,2,2,2020,layout_false_positive,small_hwpx_layout_box,no,,,reviewed,1차 heuristic seed. 레이아웃 박스/표 도구 기반 제목 요소로 판단해 제외.,1,TOP_AND_BOTTOM
TRV-DOC-POL-010-JS-022,DOC-POL-010,hwpx,section7,pymupdf_find_tables,TBL-DOC-POL-010-022,1,3,2 | 문제점 및 원인,layout_false_positive,single_row_layout_box,no,,,reviewed,1차 heuristic seed. 레이아웃 박스/표 도구 기반 제목 요소로 판단해 제외.,1,TOP_AND_BOTTOM
