review_item_id,document_id,source_format,page_no,candidate_source,candidate_id,rows,cols,preview_text,suggested_class,heuristic_reason,keep_for_dashboard,merge_group_hint,canonical_table_id,review_status,reviewer_notes,treat_as_char,text_wrap
TRV-DOC-POL-013-JS-001,DOC-POL-013,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-013-001,1,1,,layout_false_positive,empty_table_box,no,,,reviewed,1차 heuristic seed. 레이아웃 박스/표 도구 기반 제목 요소로 판단해 제외.,0,IN_FRONT_OF_TEXT
TRV-DOC-POL-013-JS-002,DOC-POL-013,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-013-002,2,4,"의안번호 | 제 4 호 | 의결
사항",layout_false_positive,front_matter_table,no,,,reviewed,1차 heuristic seed. 레이아웃 박스/표 도구 기반 제목 요소로 판단해 제외.,1,TOP_AND_BOTTOM
TRV-DOC-POL-013-JS-003,DOC-POL-013,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-013-003,1,1,"범부처 기술관리체계
정비 및 협업 강화 방향(안)",layout_false_positive,single_cell_layout_box,no,,,reviewed,1차 heuristic seed. 레이아웃 박스/표 도구 기반 제목 요소로 판단해 제외.,1,TOP_AND_BOTTOM
TRV-DOC-POL-013-JS-004,DOC-POL-013,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-013-004,1,1,과학기술관계장관회의,layout_false_positive,front_matter_table,no,,,reviewed,1차 heuristic seed. 레이아웃 박스/표 도구 기반 제목 요소로 판단해 제외.,1,TOP_AND_BOTTOM
TRV-DOC-POL-013-JS-005,DOC-POL-013,hwpx,section0,pymupdf_find_tables,TBL-DOC-POL-013-005,3,5,제 출 자 | 재정경제부장관 | 구윤철 | 과학기술정보통신부장관,layout_false_positive,front_matter_table,no,,,reviewed,1차 heuristic seed. 레이아웃 박스/표 도구 기반 제목 요소로 판단해 제외.,1,TOP_AND_BOTTOM
TRV-DOC-POL-013-JS-006,DOC-POL-013,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-013-006,1,1,범부처 기술관리체계 정비 및 협업 강화 방향(안) (요약),layout_false_positive,single_cell_layout_box,no,,,reviewed,1차 heuristic seed. 레이아웃 박스/표 도구 기반 제목 요소로 판단해 제외.,1,TOP_AND_BOTTOM
TRV-DOC-POL-013-JS-007,DOC-POL-013,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-013-007,1,1,Ⅰ. 추진 배경,layout_false_positive,single_cell_layout_box,no,,,reviewed,1차 heuristic seed. 레이아웃 박스/표 도구 기반 제목 요소로 판단해 제외.,1,TOP_AND_BOTTOM
TRV-DOC-POL-013-JS-008,DOC-POL-013,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-013-008,1,1,"◈ 기술패권 경쟁 대응을 위한 전략기술의 육성·보호체계 관련 선정‧개발‧활용 협업을 강화하여 정책 효과성 · 대국민 접근성 향상, 국가 역량 집중",layout_false_positive,single_cell_layout_box,no,,,reviewed,1차 heuristic seed. 레이아웃 박스/표 도구 기반 제목 요소로 판단해 제외.,1,TOP_AND_BOTTOM
TRV-DOC-POL-013-JS-009,DOC-POL-013,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-013-009,1,1,Ⅱ. 기술관리체계 현황,layout_false_positive,single_cell_layout_box,no,,,reviewed,1차 heuristic seed. 레이아웃 박스/표 도구 기반 제목 요소로 판단해 제외.,1,TOP_AND_BOTTOM
TRV-DOC-POL-013-JS-010,DOC-POL-013,hwpx,section2,pymupdf_find_tables,TBL-DOC-POL-013-010,5,3,기술명 | 법령/주무부처 | 목적 (현황),review_required,hwpx_needs_manual_review,yes,,CTBL-DOC-POL-013-001,reviewed,4개 법령·체계를 목적과 소관부처 기준으로 비교하는 핵심 요약표로 유지.,1,TOP_AND_BOTTOM
