review_item_id,figure_id,document_id,title,doc_role,include_status,location,figure_type,extraction_method,extraction_confidence,has_source_bbox,generic_caption,caption,summary,asset_path,suggested_class,rationale,keep_for_dashboard,review_status,quality_status,reviewer_notes
FRV-DOC-POL-009-001,FIG-DOC-POL-009-001,DOC-POL-009,기초연구 생태계 육성 방안,policy_source,include,section2,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP00004f680002.bmp
원본 그림의 크기: 가로 470pixel, 세로 258pixel",CLP00004f680002.bmp,work/02_structured-extraction/figures/assets/DOC-POL-009/image1.bmp,review_required,embedded image requires semantic figure review,yes,reviewed,dashboard_ready,교원·전임교원·신진 전임교원 수혜율 추이를 정리한 핵심 지표 차트로 유지.
FRV-DOC-POL-009-002,FIG-DOC-POL-009-002,DOC-POL-009,기초연구 생태계 육성 방안,policy_source,include,section2,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP00004f68000c.bmp
원본 그림의 크기: 가로 550pixel, 세로 288pixel",CLP00004f68000c.bmp,work/02_structured-extraction/figures/assets/DOC-POL-009/image2.bmp,review_required,embedded image requires semantic figure review,yes,reviewed,dashboard_ready,상위 논문 성과와 연구비 대비 생산성을 함께 보여주는 핵심 성과 차트로 유지.
FRV-DOC-POL-009-003,FIG-DOC-POL-009-003,DOC-POL-009,기초연구 생태계 육성 방안,policy_source,include,section4,image,hwpx-xml-parser,medium,0,0,,,work/02_structured-extraction/figures/assets/DOC-POL-009/image3.bmp,review_required,embedded image requires semantic figure review,no,reviewed,decorative_excluded,문서 공통 태극마크 아이콘으로 정책 의미를 담는 figure가 아니라 제외.
FRV-DOC-POL-009-004,FIG-DOC-POL-009-004,DOC-POL-009,기초연구 생태계 육성 방안,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP000032cc1165.bmp
원본 그림의 크기: 가로 501pixel, 세로 262pixel",CLP000032cc1165.bmp,work/02_structured-extraction/figures/assets/DOC-POL-009/image5.bmp,review_required,embedded image requires semantic figure review,yes,reviewed,dashboard_ready,정부 R&D 대비 기초연구 비중 추이를 보여주는 핵심 예산 차트로 유지.
FRV-DOC-POL-009-005,FIG-DOC-POL-009-005,DOC-POL-009,기초연구 생태계 육성 방안,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP00002e440006.bmp
원본 그림의 크기: 가로 455pixel, 세로 265pixel",CLP00002e440006.bmp,work/02_structured-extraction/figures/assets/DOC-POL-009/image6.bmp,review_required,embedded image requires semantic figure review,yes,reviewed,dashboard_ready,전임·비전임 인력 구성 추이를 보여주는 생태계 인력 차트로 유지.
FRV-DOC-POL-009-006,FIG-DOC-POL-009-006,DOC-POL-009,기초연구 생태계 육성 방안,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP000009280003.bmp
원본 그림의 크기: 가로 463pixel, 세로 241pixel",CLP000009280003.bmp,work/02_structured-extraction/figures/assets/DOC-POL-009/image7.bmp,review_required,embedded image requires semantic figure review,no,reviewed,decorative_excluded,FRV-DOC-POL-009-001의 일부를 분리한 축약 차트로 보이며 정보가 중복되어 제외.
FRV-DOC-POL-009-007,FIG-DOC-POL-009-007,DOC-POL-009,기초연구 생태계 육성 방안,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP00004f680003.bmp
원본 그림의 크기: 가로 455pixel, 세로 267pixel",CLP00004f680003.bmp,work/02_structured-extraction/figures/assets/DOC-POL-009/image8.bmp,review_required,embedded image requires semantic figure review,yes,reviewed,dashboard_ready,신진 전임교원 수와 수혜율 추이를 보여주는 핵심 차트로 유지.
FRV-DOC-POL-009-008,FIG-DOC-POL-009-008,DOC-POL-009,기초연구 생태계 육성 방안,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP000009280005.bmp
원본 그림의 크기: 가로 751pixel, 세로 455pixel",CLP000009280005.bmp,work/02_structured-extraction/figures/assets/DOC-POL-009/image9.bmp,review_required,embedded image requires semantic figure review,yes,reviewed,dashboard_ready,JCR/피인용/NSP 논문 수와 단위 예산당 성과를 종합한 핵심 성과 차트로 유지.
FRV-DOC-POL-009-009,FIG-DOC-POL-009-009,DOC-POL-009,기초연구 생태계 육성 방안,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP000057f83115.bmp
원본 그림의 크기: 가로 664pixel, 세로 373pixel",CLP000057f83115.bmp,work/02_structured-extraction/figures/assets/DOC-POL-009/image10.bmp,review_required,embedded image requires semantic figure review,yes,reviewed,dashboard_ready,국내 연구자 수와 기초연구 수행 연구자 수를 비교한 연구자 저변 차트로 유지.
FRV-DOC-POL-009-010,FIG-DOC-POL-009-010,DOC-POL-009,기초연구 생태계 육성 방안,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP000009280007.bmp
원본 그림의 크기: 가로 433pixel, 세로 238pixel",CLP000009280007.bmp,work/02_structured-extraction/figures/assets/DOC-POL-009/image11.bmp,review_required,embedded image requires semantic figure review,yes,reviewed,dashboard_ready,상위 1% 연구자(HCR) 국가 비교 차트로 유지.
FRV-DOC-POL-009-011,FIG-DOC-POL-009-011,DOC-POL-009,기초연구 생태계 육성 방안,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP000042800003.bmp
원본 그림의 크기: 가로 564pixel, 세로 288pixel",CLP000042800003.bmp,work/02_structured-extraction/figures/assets/DOC-POL-009/image12.bmp,review_required,embedded image requires semantic figure review,yes,reviewed,dashboard_ready,Nature Index Top 100 대학 국가 분포 비교 차트로 유지.
