review_item_id,figure_id,document_id,title,doc_role,include_status,location,figure_type,extraction_method,extraction_confidence,has_source_bbox,generic_caption,caption,summary,asset_path,suggested_class,rationale,keep_for_dashboard,review_status,quality_status,reviewer_notes
FRV-DOC-POL-004-001,FIG-DOC-POL-004-001,DOC-POL-004,과학기술xAI 국가전략,policy_source,include,section0,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: 비전.png
원본 그림의 크기: 가로 1081pixel, 세로 1494pixel",비전.png,work/02_structured-extraction/figures/assets/DOC-POL-004/image1.png,review_required,embedded image requires semantic figure review,yes,reviewed,dashboard_ready,과학기술×AI 국가전략의 비전·목표·전략 축을 한 장에 정리한 핵심 총괄 도식으로 유지.
FRV-DOC-POL-004-002,FIG-DOC-POL-004-002,DOC-POL-004,과학기술xAI 국가전략,policy_source,include,section0,image,hwpx-xml-parser,medium,0,0,,,work/02_structured-extraction/figures/assets/DOC-POL-004/image2.bmp,review_required,embedded image requires semantic figure review,no,reviewed,decorative_excluded,문서 공통 태극마크 아이콘으로 정책 의미를 담는 figure가 아니라 제외.
FRV-DOC-POL-004-003,FIG-DOC-POL-004-003,DOC-POL-004,과학기술xAI 국가전략,policy_source,include,section1,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: 그림7.png
원본 그림의 크기: 가로 1830pixel, 세로 726pixel",그림7.png,work/02_structured-extraction/figures/assets/DOC-POL-004/image4.png,review_required,embedded image requires semantic figure review,yes,reviewed,dashboard_ready,과학기술 패러다임 전환과 AI for science의 위치를 설명하는 핵심 개념 도식으로 유지.
FRV-DOC-POL-004-004,FIG-DOC-POL-004-004,DOC-POL-004,과학기술xAI 국가전략,policy_source,include,section1,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: 미국.png
원본 그림의 크기: 가로 255pixel, 세로 134pixel
사진 찍은 날짜: 2017년 08월 10일 오후 2:57",미국.png,work/02_structured-extraction/figures/assets/DOC-POL-004/image5.png,review_required,embedded image requires semantic figure review,no,reviewed,decorative_excluded,주요국 사례 구간의 국가 식별용 소형 플래그 아이콘으로 단독 의미가 약해 제외.
FRV-DOC-POL-004-005,FIG-DOC-POL-004-005,DOC-POL-004,과학기술xAI 국가전략,policy_source,include,section1,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP000030f80003.bmp
원본 그림의 크기: 가로 900pixel, 세로 600pixel",CLP000030f80003.bmp,work/02_structured-extraction/figures/assets/DOC-POL-004/image6.bmp,review_required,embedded image requires semantic figure review,no,reviewed,decorative_excluded,주요국 사례 구간의 국가 식별용 소형 플래그 아이콘으로 단독 의미가 약해 제외.
FRV-DOC-POL-004-006,FIG-DOC-POL-004-006,DOC-POL-004,과학기술xAI 국가전략,policy_source,include,section1,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: image1.jpeg
원본 그림의 크기: 가로 164pixel, 세로 108pixel",image1.jpeg,work/02_structured-extraction/figures/assets/DOC-POL-004/image7.jpg,review_required,embedded image requires semantic figure review,no,reviewed,decorative_excluded,국가/기관 식별용 소형 아이콘으로 단독 의미가 약해 제외.
FRV-DOC-POL-004-007,FIG-DOC-POL-004-007,DOC-POL-004,과학기술xAI 국가전략,policy_source,include,section1,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP00003c246a16.bmp
원본 그림의 크기: 가로 470pixel, 세로 154pixel",CLP00003c246a16.bmp,work/02_structured-extraction/figures/assets/DOC-POL-004/image8.bmp,review_required,embedded image requires semantic figure review,no,reviewed,decorative_excluded,소형 로고성 배너로 정책 구조 정보가 없어 제외.
FRV-DOC-POL-004-008,FIG-DOC-POL-004-008,DOC-POL-004,과학기술xAI 국가전략,policy_source,include,section1,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP00003c240001.bmp
원본 그림의 크기: 가로 186pixel, 세로 61pixel",CLP00003c240001.bmp,work/02_structured-extraction/figures/assets/DOC-POL-004/image9.bmp,review_required,embedded image requires semantic figure review,no,reviewed,decorative_excluded,소형 로고성 배너로 정책 구조 정보가 없어 제외.
FRV-DOC-POL-004-009,FIG-DOC-POL-004-009,DOC-POL-004,과학기술xAI 국가전략,policy_source,include,section1,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP00003c240003.bmp
원본 그림의 크기: 가로 188pixel, 세로 67pixel",CLP00003c240003.bmp,work/02_structured-extraction/figures/assets/DOC-POL-004/image10.bmp,review_required,embedded image requires semantic figure review,no,reviewed,decorative_excluded,소형 로고성 배너로 정책 구조 정보가 없어 제외.
FRV-DOC-POL-004-010,FIG-DOC-POL-004-010,DOC-POL-004,과학기술xAI 국가전략,policy_source,include,section1,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: 그림1.png
원본 그림의 크기: 가로 126pixel, 세로 69pixel",그림1.png,work/02_structured-extraction/figures/assets/DOC-POL-004/image11.png,review_required,embedded image requires semantic figure review,no,reviewed,decorative_excluded,소형 아이콘/배너 조각으로 단독 의미가 약해 제외.
