review_item_id,figure_id,document_id,title,doc_role,include_status,location,figure_type,extraction_method,extraction_confidence,has_source_bbox,generic_caption,caption,summary,asset_path,suggested_class,rationale,keep_for_dashboard,review_status,quality_status,reviewer_notes
FRV-DOC-POL-002-001,FIG-DOC-POL-002-001,DOC-POL-002,AI-바이오 국가전략,policy_source,include,section2,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: image1.png
원본 그림의 크기: 가로 1056pixel, 세로 1433pixel",image1.png,work/02_structured-extraction/figures/assets/DOC-POL-002/image1.png,review_required,embedded image requires semantic figure review,yes,reviewed,dashboard_ready,자동규칙 통과: 해상도 충분 + 중복 없음
FRV-DOC-POL-002-002,FIG-DOC-POL-002-002,DOC-POL-002,AI-바이오 국가전략,policy_source,include,section2,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: image1.png
원본 그림의 크기: 가로 1050pixel, 세로 494pixel",image1.png,work/02_structured-extraction/figures/assets/DOC-POL-002/image2.png,review_required,embedded image requires semantic figure review,yes,reviewed,dashboard_ready,자동규칙 통과: 해상도 충분 + 중복 없음
FRV-DOC-POL-002-003,FIG-DOC-POL-002-003,DOC-POL-002,AI-바이오 국가전략,policy_source,include,section3,image,hwpx-xml-parser,medium,0,0,,,work/02_structured-extraction/figures/assets/DOC-POL-002/image3.bmp,review_required,embedded image requires semantic figure review,no,reviewed,decorative_excluded,메타데이터 크기 미확인
FRV-DOC-POL-002-004,FIG-DOC-POL-002-004,DOC-POL-002,AI-바이오 국가전략,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: image1.png
원본 그림의 크기: 가로 1050pixel, 세로 446pixel",image1.png,work/02_structured-extraction/figures/assets/DOC-POL-002/image5.png,review_required,embedded image requires semantic figure review,yes,reviewed,dashboard_ready,자동규칙 통과: 해상도 충분 + 중복 없음
FRV-DOC-POL-002-005,FIG-DOC-POL-002-005,DOC-POL-002,AI-바이오 국가전략,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: image1.png
원본 그림의 크기: 가로 1074pixel, 세로 455pixel",image1.png,work/02_structured-extraction/figures/assets/DOC-POL-002/image6.png,review_required,embedded image requires semantic figure review,yes,reviewed,dashboard_ready,자동규칙 통과: 해상도 충분 + 중복 없음
FRV-DOC-POL-002-006,FIG-DOC-POL-002-006,DOC-POL-002,AI-바이오 국가전략,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP0000108c0001.bmp
원본 그림의 크기: 가로 251pixel, 세로 128pixel",CLP0000108c0001.bmp,work/02_structured-extraction/figures/assets/DOC-POL-002/image7.bmp,review_required,embedded image requires semantic figure review,no,reviewed,decorative_excluded,저해상도/가로세로 비율이 작아 정보 밀도 낮음
FRV-DOC-POL-002-007,FIG-DOC-POL-002-007,DOC-POL-002,AI-바이오 국가전략,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP00000cc80001.bmp
원본 그림의 크기: 가로 252pixel, 세로 168pixel",CLP00000cc80001.bmp,work/02_structured-extraction/figures/assets/DOC-POL-002/image8.bmp,review_required,embedded image requires semantic figure review,no,reviewed,decorative_excluded,저해상도/가로세로 비율이 작아 정보 밀도 낮음
FRV-DOC-POL-002-008,FIG-DOC-POL-002-008,DOC-POL-002,AI-바이오 국가전략,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: EU 마크.png
원본 그림의 크기: 가로 78pixel, 세로 55pixel",EU 마크.png,work/02_structured-extraction/figures/assets/DOC-POL-002/image9.png,review_required,embedded image requires semantic figure review,no,reviewed,decorative_excluded,저해상도/가로세로 비율이 작아 정보 밀도 낮음
FRV-DOC-POL-002-009,FIG-DOC-POL-002-009,DOC-POL-002,AI-바이오 국가전략,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP0000108c01a8.bmp
원본 그림의 크기: 가로 186pixel, 세로 102pixel",CLP0000108c01a8.bmp,work/02_structured-extraction/figures/assets/DOC-POL-002/image10.bmp,review_required,embedded image requires semantic figure review,no,reviewed,decorative_excluded,저해상도/가로세로 비율이 작아 정보 밀도 낮음
FRV-DOC-POL-002-010,FIG-DOC-POL-002-010,DOC-POL-002,AI-바이오 국가전략,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP00000cc8bcab.bmp
원본 그림의 크기: 가로 250pixel, 세로 161pixel",CLP00000cc8bcab.bmp,work/02_structured-extraction/figures/assets/DOC-POL-002/image11.bmp,review_required,embedded image requires semantic figure review,no,reviewed,decorative_excluded,저해상도/가로세로 비율이 작아 정보 밀도 낮음
FRV-DOC-POL-002-011,FIG-DOC-POL-002-011,DOC-POL-002,AI-바이오 국가전략,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP000079180007.bmp
원본 그림의 크기: 가로 115pixel, 세로 30pixel",CLP000079180007.bmp,work/02_structured-extraction/figures/assets/DOC-POL-002/image12.bmp,review_required,embedded image requires semantic figure review,no,reviewed,decorative_excluded,저해상도/가로세로 비율이 작아 정보 밀도 낮음
FRV-DOC-POL-002-012,FIG-DOC-POL-002-012,DOC-POL-002,AI-바이오 국가전략,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP000049740016.bmp
원본 그림의 크기: 가로 438pixel, 세로 138pixel",CLP000049740016.bmp,work/02_structured-extraction/figures/assets/DOC-POL-002/image13.bmp,review_required,embedded image requires semantic figure review,yes,reviewed,dashboard_ready,자동규칙 통과: 해상도 충분 + 중복 없음
FRV-DOC-POL-002-013,FIG-DOC-POL-002-013,DOC-POL-002,AI-바이오 국가전략,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP00004974000b.bmp
원본 그림의 크기: 가로 501pixel, 세로 387pixel",CLP00004974000b.bmp,work/02_structured-extraction/figures/assets/DOC-POL-002/image14.bmp,review_required,embedded image requires semantic figure review,yes,reviewed,dashboard_ready,자동규칙 통과: 해상도 충분 + 중복 없음
FRV-DOC-POL-002-014,FIG-DOC-POL-002-014,DOC-POL-002,AI-바이오 국가전략,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP000087340003.bmp
원본 그림의 크기: 가로 122pixel, 세로 32pixel",CLP000087340003.bmp,work/02_structured-extraction/figures/assets/DOC-POL-002/image15.bmp,review_required,embedded image requires semantic figure review,no,reviewed,decorative_excluded,저해상도/가로세로 비율이 작아 정보 밀도 낮음
FRV-DOC-POL-002-015,FIG-DOC-POL-002-015,DOC-POL-002,AI-바이오 국가전략,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP000049740017.bmp
원본 그림의 크기: 가로 313pixel, 세로 161pixel",CLP000049740017.bmp,work/02_structured-extraction/figures/assets/DOC-POL-002/image16.bmp,review_required,embedded image requires semantic figure review,yes,reviewed,dashboard_ready,자동규칙 통과: 해상도 충분 + 중복 없음
FRV-DOC-POL-002-016,FIG-DOC-POL-002-016,DOC-POL-002,AI-바이오 국가전략,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP000079180005.bmp
원본 그림의 크기: 가로 310pixel, 세로 82pixel",CLP000079180005.bmp,work/02_structured-extraction/figures/assets/DOC-POL-002/image17.bmp,review_required,embedded image requires semantic figure review,no,reviewed,decorative_excluded,저해상도/가로세로 비율이 작아 정보 밀도 낮음
FRV-DOC-POL-002-017,FIG-DOC-POL-002-017,DOC-POL-002,AI-바이오 국가전략,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP000049740008.bmp
원본 그림의 크기: 가로 1920pixel, 세로 1047pixel",CLP000049740008.bmp,work/02_structured-extraction/figures/assets/DOC-POL-002/image18.png,review_required,embedded image requires semantic figure review,yes,reviewed,dashboard_ready,자동규칙 통과: 해상도 충분 + 중복 없음
FRV-DOC-POL-002-018,FIG-DOC-POL-002-018,DOC-POL-002,AI-바이오 국가전략,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP000049740009.bmp
원본 그림의 크기: 가로 1780pixel, 세로 325pixel",CLP000049740009.bmp,work/02_structured-extraction/figures/assets/DOC-POL-002/image19.png,review_required,embedded image requires semantic figure review,yes,reviewed,dashboard_ready,자동규칙 통과: 해상도 충분 + 중복 없음
FRV-DOC-POL-002-019,FIG-DOC-POL-002-019,DOC-POL-002,AI-바이오 국가전략,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP000049740011.bmp
원본 그림의 크기: 가로 1920pixel, 세로 1005pixel",CLP000049740011.bmp,work/02_structured-extraction/figures/assets/DOC-POL-002/image20.png,review_required,embedded image requires semantic figure review,yes,reviewed,dashboard_ready,자동규칙 통과: 해상도 충분 + 중복 없음
FRV-DOC-POL-002-020,FIG-DOC-POL-002-020,DOC-POL-002,AI-바이오 국가전략,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP000087340002.bmp
원본 그림의 크기: 가로 369pixel, 세로 94pixel",CLP000087340002.bmp,work/02_structured-extraction/figures/assets/DOC-POL-002/image21.bmp,review_required,embedded image requires semantic figure review,no,reviewed,decorative_excluded,저해상도/가로세로 비율이 작아 정보 밀도 낮음
FRV-DOC-POL-002-021,FIG-DOC-POL-002-021,DOC-POL-002,AI-바이오 국가전략,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP00004974000b.bmp
원본 그림의 크기: 가로 501pixel, 세로 387pixel",CLP00004974000b.bmp,work/02_structured-extraction/figures/assets/DOC-POL-002/image14.bmp,review_required,embedded image requires semantic figure review,no,reviewed,decorative_excluded,중복 추출 자산 경로
FRV-DOC-POL-002-022,FIG-DOC-POL-002-022,DOC-POL-002,AI-바이오 국가전략,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP000087340001.bmp
원본 그림의 크기: 가로 318pixel, 세로 77pixel",CLP000087340001.bmp,work/02_structured-extraction/figures/assets/DOC-POL-002/image22.bmp,review_required,embedded image requires semantic figure review,no,reviewed,decorative_excluded,저해상도/가로세로 비율이 작아 정보 밀도 낮음
FRV-DOC-POL-002-023,FIG-DOC-POL-002-023,DOC-POL-002,AI-바이오 국가전략,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP000049740013.bmp
원본 그림의 크기: 가로 534pixel, 세로 94pixel",CLP000049740013.bmp,work/02_structured-extraction/figures/assets/DOC-POL-002/image23.bmp,review_required,embedded image requires semantic figure review,no,reviewed,decorative_excluded,저해상도/가로세로 비율이 작아 정보 밀도 낮음
FRV-DOC-POL-002-024,FIG-DOC-POL-002-024,DOC-POL-002,AI-바이오 국가전략,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP00003a100008.bmp
원본 그림의 크기: 가로 960pixel, 세로 502pixel",CLP00003a100008.bmp,work/02_structured-extraction/figures/assets/DOC-POL-002/image24.bmp,review_required,embedded image requires semantic figure review,yes,reviewed,dashboard_ready,자동규칙 통과: 해상도 충분 + 중복 없음
FRV-DOC-POL-002-025,FIG-DOC-POL-002-025,DOC-POL-002,AI-바이오 국가전략,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: CLP000079180001.bmp
원본 그림의 크기: 가로 96pixel, 세로 28pixel",CLP000079180001.bmp,work/02_structured-extraction/figures/assets/DOC-POL-002/image25.bmp,review_required,embedded image requires semantic figure review,no,reviewed,decorative_excluded,저해상도/가로세로 비율이 작아 정보 밀도 낮음
FRV-DOC-POL-002-026,FIG-DOC-POL-002-026,DOC-POL-002,AI-바이오 국가전략,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: 넓은화살표new_2.png
원본 그림의 크기: 가로 1092pixel, 세로 411pixel",넓은화살표new_2.png,work/02_structured-extraction/figures/assets/DOC-POL-002/image26.png,review_required,embedded image requires semantic figure review,yes,reviewed,dashboard_ready,자동규칙 통과: 해상도 충분 + 중복 없음
FRV-DOC-POL-002-027,FIG-DOC-POL-002-027,DOC-POL-002,AI-바이오 국가전략,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: image1.png
원본 그림의 크기: 가로 1056pixel, 세로 1433pixel",image1.png,work/02_structured-extraction/figures/assets/DOC-POL-002/image1.png,review_required,embedded image requires semantic figure review,no,reviewed,decorative_excluded,중복 추출 자산 경로
FRV-DOC-POL-002-028,FIG-DOC-POL-002-028,DOC-POL-002,AI-바이오 국가전략,policy_source,include,section7,image,hwpx-xml-parser,medium,0,1,"그림입니다.
원본 그림의 이름: image1.png
원본 그림의 크기: 가로 850pixel, 세로 280pixel",image1.png,work/02_structured-extraction/figures/assets/DOC-POL-002/image27.png,review_required,embedded image requires semantic figure review,yes,reviewed,dashboard_ready,자동규칙 통과: 해상도 충분 + 중복 없음
