merge_candidate_id,document_id,page_no,primary_seed_id,primary_source_object_id,primary_block_type,item_label_draft,item_statement_draft,candidate_role_draft,candidate_role_notes,bucket_resource_type_guess,resource_type_candidates,primary_strategy_candidates,tech_domain_candidates,tech_subdomain_candidates,member_seed_ids,member_source_object_ids,member_count,supporting_review_seed_ids,supporting_review_count,primary_text,continuation_texts,supporting_review_texts,merge_confidence,merge_status,merge_notes
PMD-DOC-POL-003-0001,DOC-POL-003,section0,CLS-SEED-DOC-POL-003-00002,PAR-DOC-POL-003-00002,bullet,「제조AX (M.AX) 추진방향(안)」을 별지와 같이 의결함,ㅇ 「제조AX (M.AX) 추진방향(안)」을 별지와 같이 의결함,meta_program_frame,detected_program_frame_keyword,,,STR-013,TD-008,TSD-008-006,CLS-SEED-DOC-POL-003-00002,PAR-DOC-POL-003-00002,1,,0,ㅇ 「제조AX (M.AX) 추진방향(안)」을 별지와 같이 의결함,,,medium,review_required,
PMD-DOC-POL-003-0002,DOC-POL-003,section0,CLS-SEED-DOC-POL-003-00004,PAR-DOC-POL-003-00004,bullet,인공지능을 활용하여 우리 제조업의 DNA를 근본적으로 혁신하는 ‘제조AX(M.AX)’를 정책을 시행하고...,ㅇ 인공지능을 활용하여 우리 제조업의 DNA를 근본적으로 혁신하는 ‘제조AX(M.AX)’를 정책을 시행하고자 관련 추진 방향을 수립함,policy_action,,,,STR-013,TD-001,TSD-001-007,CLS-SEED-DOC-POL-003-00004,PAR-DOC-POL-003-00004,1,,0,ㅇ 인공지능을 활용하여 우리 제조업의 DNA를 근본적으로 혁신하는 ‘제조AX(M.AX)’를 정책을 시행하고자 관련 추진 방향을 수립함,,,medium,review_required,
PMD-DOC-POL-003-0003,DOC-POL-003,section0,CLS-SEED-DOC-POL-003-00009,PAR-DOC-POL-003-00009,bullet,3대 전략별 추진과제,□ 3대 전략별 추진과제,policy_action,,,,STR-013,TD-008,TSD-008-006,CLS-SEED-DOC-POL-003-00009,PAR-DOC-POL-003-00009,1,,0,□ 3대 전략별 추진과제,,,medium,review_required,
PMD-DOC-POL-003-0004,DOC-POL-003,section0,CLS-SEED-DOC-POL-003-00010,PAR-DOC-POL-003-00010,bullet,1,"ㅇ 1,000여개 산·학·연이 결집한 「M.AX 얼라이언스」를 중심으로, 데이터 공유부터 제품 개발까지 제조AX 全과정의 혁신 생태계 조성",policy_action,,technology,technology,STR-013,TD-008,TSD-008-006,CLS-SEED-DOC-POL-003-00010,PAR-DOC-POL-003-00010,1,,0,"ㅇ 1,000여개 산·학·연이 결집한 「M.AX 얼라이언스」를 중심으로, 데이터 공유부터 제품 개발까지 제조AX 全과정의 혁신 생태계 조성",,,medium,review_required,
PMD-DOC-POL-003-0005,DOC-POL-003,section0,CLS-SEED-DOC-POL-003-00011,PAR-DOC-POL-003-00011,bullet,｢AI 팩토리 선도사업｣(’30년까지 500개 구축)으로 ‘高품질 제조데이터’를 대량 확보하고,"ㅇ ｢AI 팩토리 선도사업｣(’30년까지 500개 구축)으로 ‘高품질 제조데이터’를 대량 확보하고, 이를 바탕으로 업종별 특화 제조 AI 모델 개발·확산",policy_action,,technology,technology,STR-013,TD-008,TSD-008-006,CLS-SEED-DOC-POL-003-00011,PAR-DOC-POL-003-00011,1,,0,"ㅇ ｢AI 팩토리 선도사업｣(’30년까지 500개 구축)으로 ‘高품질 제조데이터’를 대량 확보하고, 이를 바탕으로 업종별 특화 제조 AI 모델 개발·확산",,,medium,review_required,
PMD-DOC-POL-003-0006,DOC-POL-003,section0,CLS-SEED-DOC-POL-003-00012,PAR-DOC-POL-003-00012,bullet,자동차 등 제조업 3대 주력 산업을 중심으로 제품+AI 융합을 집중 지원하고,"ㅇ 자동차 등 제조업 3대 주력 산업을 중심으로 제품+AI 융합을 집중 지원하고, AI 기술을 휴머노이드 등 미래 신산업으로도 확산",policy_action,,infrastructure_policy,infrastructure_policy,STR-013 | STR-008,TD-008,TSD-008-006,CLS-SEED-DOC-POL-003-00012,PAR-DOC-POL-003-00012,1,CLS-SEED-DOC-POL-003-00013,1,"ㅇ 자동차 등 제조업 3대 주력 산업을 중심으로 제품+AI 융합을 집중 지원하고, AI 기술을 휴머노이드 등 미래 신산업으로도 확산",,"※ 정부는 자금, 인프라, 규제 개선 등 가용한 정책 수단을 총력 지원",medium,review_required,attached_review_support
PMD-DOC-POL-003-0007,DOC-POL-003,section2,CLS-SEED-DOC-POL-003-00017,PAR-DOC-POL-003-00017,bullet,미래 산업 패권의 핵심인 제조업+AI 융합에 기업·국가간 경쟁 격화,□ 미래 산업 패권의 핵심인 제조업+AI 융합에 기업·국가간 경쟁 격화,policy_action,,technology,technology,STR-013,TD-008,TSD-008-006 | TSD-008-004 | TSD-008-001,CLS-SEED-DOC-POL-003-00017,PAR-DOC-POL-003-00017,1,CLS-SEED-DOC-POL-003-00018 | CLS-SEED-DOC-POL-003-00019 | CLS-SEED-DOC-POL-003-00021 | CLS-SEED-DOC-POL-003-00022,4,□ 미래 산업 패권의 핵심인 제조업+AI 융합에 기업·국가간 경쟁 격화,,"* (기업) (테슬라) 제조공정 휴머노이드 투입, (샤오미) 24시간 무인공장 운영 || * (국가) (美) 보조금·관세로 AI 기반 공장 유치, (中) 정부 주도 제조 AI 지원 || * (여건) 세계적 제조기업과 숙련 노동자 및 양질의 제조 데이터 등 강점 보유 || * (현황) 글로벌 수준의 제조 AI 기업이 없고, 이종산업(HW-SW)간 협력이 미진",medium,review_required,attached_review_support
PMD-DOC-POL-003-0008,DOC-POL-003,section2,CLS-SEED-DOC-POL-003-00023,PAR-DOC-POL-003-00023,bullet,제조AX 최강국을 달성하기 위해 3대 전략 목표를 수립,□ 제조AX 최강국을 달성하기 위해 3대 전략 목표를 수립,policy_action,,,,STR-013,TD-008,TSD-008-006,CLS-SEED-DOC-POL-003-00023,PAR-DOC-POL-003-00023,1,,0,□ 제조AX 최강국을 달성하기 위해 3대 전략 목표를 수립,,,medium,review_required,
PMD-DOC-POL-003-0009,DOC-POL-003,section2,CLS-SEED-DOC-POL-003-00024,PAR-DOC-POL-003-00024,bullet,목표를 이행하기 위한 민간 주도 추진체계로 M.AX 얼라이언스 가동,□ 목표를 이행하기 위한 민간 주도 추진체계로 M.AX 얼라이언스 가동,policy_action,,,,STR-013,TD-008,TSD-008-006,CLS-SEED-DOC-POL-003-00024,PAR-DOC-POL-003-00024,1,,0,□ 목표를 이행하기 위한 민간 주도 추진체계로 M.AX 얼라이언스 가동,,,medium,review_required,
PMD-DOC-POL-003-0010,DOC-POL-003,section2,CLS-SEED-DOC-POL-003-00025,PAR-DOC-POL-003-00025,bullet,제조AX는 데이터-AI-HW의 결합이 필수적이나,"□ 제조AX는 데이터-AI-HW의 결합이 필수적이나, 개별 기업 역량만으로 한계*가 있어 기업·업종 경계를 넘는 협업 생태계 구축 필수",policy_action,detected_soft_problem_but_action_overrides,talent,talent,STR-013,TD-008,TSD-008-006,CLS-SEED-DOC-POL-003-00025,PAR-DOC-POL-003-00025,1,CLS-SEED-DOC-POL-003-00026,1,"□ 제조AX는 데이터-AI-HW의 결합이 필수적이나, 개별 기업 역량만으로 한계*가 있어 기업·업종 경계를 넘는 협업 생태계 구축 필수",,"* 예) 제조기업은 AI 전문인력·기술이 부족하고, AI 기업은 제조 현장을 모름",medium,review_required,attached_review_support
