merge_candidate_id,document_id,page_no,primary_seed_id,primary_source_object_id,primary_block_type,item_label_draft,item_statement_draft,candidate_role_draft,candidate_role_notes,bucket_resource_type_guess,resource_type_candidates,primary_strategy_candidates,tech_domain_candidates,tech_subdomain_candidates,member_seed_ids,member_source_object_ids,member_count,supporting_review_seed_ids,supporting_review_count,primary_text,continuation_texts,supporting_review_texts,merge_confidence,merge_status,merge_notes
PMD-DOC-POL-006-0001,DOC-POL-006,2,CLS-SEED-DOC-POL-006-00006,PAR-DOC-POL-006-00006,bullet,｢ 새정부경제성장전략(8.22)｣ 에따른초혁신경제 15대 프로젝트추진계획 발표Ⅰ*(9.10),"□ ｢ 새정부경제성장전략(8.22)｣ 에따른초혁신경제 15대 프로젝트추진계획 발표Ⅰ*(9.10), Ⅱ**(10.20), Ⅲ***(11.26)에이어네번째추진계획을마련·발표",meta_program_frame,detected_program_frame_keyword,technology,technology,STR-014 | STR-005 | STR-003 | STR-006 | STR-002,TD-005 | TD-002,TSD-005-005 | TSD-002-002,CLS-SEED-DOC-POL-006-00006,PAR-DOC-POL-006-00006,1,CLS-SEED-DOC-POL-006-00007 | CLS-SEED-DOC-POL-006-00008 | CLS-SEED-DOC-POL-006-00009 | CLS-SEED-DOC-POL-006-00010,4,"□ ｢ 새정부경제성장전략(8.22)｣ 에따른초혁신경제 15대 프로젝트추진계획 발표Ⅰ*(9.10), Ⅱ**(10.20), Ⅲ***(11.26)에이어네번째추진계획을마련·발표",,"* (9.10) SiC전력반도체, LNG화물창, 그래핀, 특수탄소강, K-식품 || ** (10.20) 스마트농․수산업, 초고해상도 위성개발·활용, AI 바이오 오픈생태계 구축, K-뷰티 || *** (11.26) 차세대 태양광․전력망, 해상풍력․HVDC, 그린수소․SMR || ※ 업계 및 전문가 의견을 반영하여 “SiC전력반도체”를 GaN전력반도체도 포함하는 “차세대 전력반도체” 프로젝트로 변경․추진",medium,review_required,attached_review_support
PMD-DOC-POL-006-0002,DOC-POL-006,2,CLS-SEED-DOC-POL-006-00013,PAR-DOC-POL-006-00013,bullet,초혁신경제,"□ (초혁신경제) 추격형경제의한계를극복하고선도형경제로나아가기 위해초혁신기술개발, 미래대응, 글로벌시장진출에집중투자",policy_action,detected_soft_problem_but_action_overrides,technology,technology,,,,CLS-SEED-DOC-POL-006-00013,PAR-DOC-POL-006-00013,1,,0,"□ (초혁신경제) 추격형경제의한계를극복하고선도형경제로나아가기 위해초혁신기술개발, 미래대응, 글로벌시장진출에집중투자",,,medium,review_required,
PMD-DOC-POL-006-0003,DOC-POL-006,2,CLS-SEED-DOC-POL-006-00014,PAR-DOC-POL-006-00014,bullet,구체적인 프로젝트,□ (구체적인 프로젝트) 구체적인 프로젝트(Kingpin)에대해재정·세제·금융·규제개선등국가역량을총동원한집중지원으로가시적 성과 창출,policy_action,,infrastructure_policy,infrastructure_policy,,,,CLS-SEED-DOC-POL-006-00014,PAR-DOC-POL-006-00014,1,CLS-SEED-DOC-POL-006-00015,1,□ (구체적인 프로젝트) 구체적인 프로젝트(Kingpin)에대해재정·세제·금융·규제개선등국가역량을총동원한집중지원으로가시적 성과 창출,,※ 지역전략산업과도 연계하여 지역균형성장 및 지역혁신 촉진,medium,review_required,attached_review_support
PMD-DOC-POL-006-0004,DOC-POL-006,2,CLS-SEED-DOC-POL-006-00016,PAR-DOC-POL-006-00016,bullet,추진단 구성,"□ (추진단 구성) 기업을 중심으로한민관합동추진단을프로젝트별로 구성하고, 정부는민간을적극지원․뒷받침",meta_program_frame,detected_program_frame_keyword,,,,,,CLS-SEED-DOC-POL-006-00016,PAR-DOC-POL-006-00016,1,,0,"□ (추진단 구성) 기업을 중심으로한민관합동추진단을프로젝트별로 구성하고, 정부는민간을적극지원․뒷받침",,,medium,review_required,
PMD-DOC-POL-006-0005,DOC-POL-006,2,CLS-SEED-DOC-POL-006-00018,PAR-DOC-POL-006-00018,bullet,선정절차,"□ (선정절차) 국정과제와의 연계성*, 관계부처** 및 지자체 의견, 현장방문 및 민관협의체, 전문가의견 등을 통해 선정",policy_action,,infrastructure_policy,infrastructure_policy,STR-003,TD-011,TSD-011-001,CLS-SEED-DOC-POL-006-00018,PAR-DOC-POL-006-00018,1,CLS-SEED-DOC-POL-006-00019 | CLS-SEED-DOC-POL-006-00020,2,"□ (선정절차) 국정과제와의 연계성*, 관계부처** 및 지자체 의견, 현장방문 및 민관협의체, 전문가의견 등을 통해 선정",,"* ➊세계 선도 전략기술 육성, ➋신성장 동력 발굴․육성, ➌의료 AI․제약․바이오헬스 강국 실현 등 || ** 성장전략 TF 1차 회의(’25.8.5), 경제관계장관회의(’25.8.7) 등 논의, 관계부처 간담회 등",medium,review_required,attached_review_support
PMD-DOC-POL-006-0006,DOC-POL-006,3,CLS-SEED-DOC-POL-006-00030,PAR-DOC-POL-006-00030,bullet,3대분야,"□ 3대분야, 15대프로젝트에대해기술개발, 인력, 금융, 해외진출·입지지원, 규제개선등패키지지원으로’30년까지잠재성장률반등도모",meta_program_frame,detected_program_frame_keyword,infrastructure_policy,infrastructure_policy,,,,CLS-SEED-DOC-POL-006-00030,PAR-DOC-POL-006-00030,1,,0,"□ 3대분야, 15대프로젝트에대해기술개발, 인력, 금융, 해외진출·입지지원, 규제개선등패키지지원으로’30년까지잠재성장률반등도모",,,medium,review_required,
PMD-DOC-POL-006-0007,DOC-POL-006,3,CLS-SEED-DOC-POL-006-00033,PAR-DOC-POL-006-00033,bullet,실무 추진협의체,□ (실무 추진협의체) 추진상황모니터링및부처간협조사항논의를 위해실무추진협의체(간사기재부차관보)를구성․운영,meta_program_frame,detected_program_frame_keyword,infrastructure_policy,infrastructure_policy,,,,CLS-SEED-DOC-POL-006-00033,PAR-DOC-POL-006-00033,1,,0,□ (실무 추진협의체) 추진상황모니터링및부처간협조사항논의를 위해실무추진협의체(간사기재부차관보)를구성․운영,,,medium,review_required,
PMD-DOC-POL-006-0008,DOC-POL-006,3,CLS-SEED-DOC-POL-006-00034,PAR-DOC-POL-006-00034,bullet,추진단,□ (추진단) 「기업+ 주관부처·관계기관+ 기재부*(지원)」등으로 프로젝트별추진단을구성하여단기간내성과 창출 도모,policy_action,,infrastructure_policy,infrastructure_policy,,,,CLS-SEED-DOC-POL-006-00034,PAR-DOC-POL-006-00034,1,CLS-SEED-DOC-POL-006-00035,1,□ (추진단) 「기업+ 주관부처·관계기관+ 기재부*(지원)」등으로 프로젝트별추진단을구성하여단기간내성과 창출 도모,,* 프로젝트별로 “초혁신경제지원관”을 지정하여 재정․세제․금융․인력․규제․입지 등 해결 집중 지원,medium,review_required,attached_review_support
PMD-DOC-POL-006-0009,DOC-POL-006,3,CLS-SEED-DOC-POL-006-00038,PAR-DOC-POL-006-00038,bullet,20개추진단별’27년예산사업발굴등세부실행계획업데이트(~’26.4월),□ 20개추진단별’27년예산사업발굴등세부실행계획업데이트(~’26.4월),meta_program_frame,detected_program_frame_keyword,infrastructure_policy,infrastructure_policy,,,,CLS-SEED-DOC-POL-006-00038,PAR-DOC-POL-006-00038,1,,0,□ 20개추진단별’27년예산사업발굴등세부실행계획업데이트(~’26.4월),,,medium,review_required,
PMD-DOC-POL-006-0010,DOC-POL-006,4,CLS-SEED-DOC-POL-006-00040,PAR-DOC-POL-006-00040,bullet,첨단소재․부품,□ (첨단소재․부품) 산업생태계의게임체인저육성으로생산성제고,policy_action,,,,,TD-005,,CLS-SEED-DOC-POL-006-00040,PAR-DOC-POL-006-00040,1,,0,□ (첨단소재․부품) 산업생태계의게임체인저육성으로생산성제고,,,medium,review_required,
