merge_candidate_id,document_id,page_no,primary_seed_id,primary_source_object_id,primary_block_type,item_label_draft,item_statement_draft,candidate_role_draft,candidate_role_notes,bucket_resource_type_guess,resource_type_candidates,primary_strategy_candidates,tech_domain_candidates,tech_subdomain_candidates,member_seed_ids,member_source_object_ids,member_count,supporting_review_seed_ids,supporting_review_count,primary_text,continuation_texts,supporting_review_texts,merge_confidence,merge_status,merge_notes
PMD-DOC-POL-005-0001,DOC-POL-005,section2,CLS-SEED-DOC-POL-005-00002,PAR-DOC-POL-005-00002,bullet,「과학기술로 미래를 선도하는 연구개발 생태계 혁신방안(안)」을 별지와 같이 의결함,ㅇ 「과학기술로 미래를 선도하는 연구개발 생태계 혁신방안(안)」을 별지와 같이 의결함,meta_program_frame,detected_program_frame_keyword,technology,technology,,,,CLS-SEED-DOC-POL-005-00002,PAR-DOC-POL-005-00002,1,,0,ㅇ 「과학기술로 미래를 선도하는 연구개발 생태계 혁신방안(안)」을 별지와 같이 의결함,,,medium,review_required,
PMD-DOC-POL-005-0002,DOC-POL-005,section2,CLS-SEED-DOC-POL-005-00004,PAR-DOC-POL-005-00004,bullet,훼손된 연구생태계의 복원을 넘어,"ㅇ 훼손된 연구생태계의 복원을 넘어, 연구자의 도전-몰입이 국가성장으로 이어지기 위한 실질적 대책을 담은 「과학기술로 미래를 선도하는 연구개발 생태계 혁신방안(안)」을 관계부처* 합동으로 수립‧시행하고자 함",policy_action,,talent,talent,,,,CLS-SEED-DOC-POL-005-00004,PAR-DOC-POL-005-00004,1,CLS-SEED-DOC-POL-005-00005,1,"ㅇ 훼손된 연구생태계의 복원을 넘어, 연구자의 도전-몰입이 국가성장으로 이어지기 위한 실질적 대책을 담은 「과학기술로 미래를 선도하는 연구개발 생태계 혁신방안(안)」을 관계부처* 합동으로 수립‧시행하고자 함",,"* 과학기술정보통신부, 기획재정부, 교육부, 산업통상부, 중소벤처기업부, 조달청 6개 부처(청)",medium,review_required,attached_review_support
PMD-DOC-POL-005-0003,DOC-POL-005,section2,CLS-SEED-DOC-POL-005-00007,PAR-DOC-POL-005-00007,bullet,추진 배경 및 경과,□ 추진 배경 및 경과,meta_program_frame,detected_program_frame_keyword,,,,,,CLS-SEED-DOC-POL-005-00007,PAR-DOC-POL-005-00007,1,,0,□ 추진 배경 및 경과,,,medium,review_required,
PMD-DOC-POL-005-0004,DOC-POL-005,section2,CLS-SEED-DOC-POL-005-00009,PAR-DOC-POL-005-00009,bullet,☞ 연구 생태계의 복원을 넘어,"☞ 연구 생태계의 복원을 넘어, 연구자의 도전·몰입이 국가성장으로 이어지기 위한 실질적 대책을 담은 ‘연구개발 생태계 혁신방안’ 마련 추진",policy_action,,,,,,,CLS-SEED-DOC-POL-005-00009,PAR-DOC-POL-005-00009,1,,0,"☞ 연구 생태계의 복원을 넘어, 연구자의 도전·몰입이 국가성장으로 이어지기 위한 실질적 대책을 담은 ‘연구개발 생태계 혁신방안’ 마련 추진",,,medium,review_required,
PMD-DOC-POL-005-0005,DOC-POL-005,section2,CLS-SEED-DOC-POL-005-00010,PAR-DOC-POL-005-00010,bullet,경과,ㅇ (경과) 과제의 발굴부터 해결방안 도출까지 철저하게 현장 중심으로 이루어지도록 다양한 방법*으로 과학기술계 의견 적극 청취-반영,policy_action,,technology,technology,,,,CLS-SEED-DOC-POL-005-00010,PAR-DOC-POL-005-00010,1,CLS-SEED-DOC-POL-005-00011,1,ㅇ (경과) 과제의 발굴부터 해결방안 도출까지 철저하게 현장 중심으로 이루어지도록 다양한 방법*으로 과학기술계 의견 적극 청취-반영,,"* ▲민간 전문가 자문단 구성-운영, ▲권역별-주제별 연구현장 간담회 개최(9회), ▲온라인 소통 플랫폼(모두의 R&D) 운영(7월∼10월), ▲대국민 보고회 개최(11.7.) 등",medium,review_required,attached_review_support
PMD-DOC-POL-005-0006,DOC-POL-005,section2,CLS-SEED-DOC-POL-005-00013,PAR-DOC-POL-005-00013,bullet,현장의 문제인식을 바탕으로,"ㅇ 현장의 문제인식을 바탕으로, 다음 세대의 꿈이 될 과학기술자가 나오기 어려운 현재 연구환경의 구조적 한계 분석 및 과제 도출",background_context,detected_background_keyword,,,,,,CLS-SEED-DOC-POL-005-00013,PAR-DOC-POL-005-00013,1,,0,"ㅇ 현장의 문제인식을 바탕으로, 다음 세대의 꿈이 될 과학기술자가 나오기 어려운 현재 연구환경의 구조적 한계 분석 및 과제 도출",,,medium,review_required,
PMD-DOC-POL-005-0007,DOC-POL-005,section2,CLS-SEED-DOC-POL-005-00014,PAR-DOC-POL-005-00014,bullet,연구자 중심,ㅇ (연구자 중심) 연구가 가장 최우선시되는 연구몰입 환경 구축,policy_action,,talent,talent,,,,CLS-SEED-DOC-POL-005-00014,PAR-DOC-POL-005-00014,1,,0,ㅇ (연구자 중심) 연구가 가장 최우선시되는 연구몰입 환경 구축,,,medium,review_required,
PMD-DOC-POL-005-0008,DOC-POL-005,section2,CLS-SEED-DOC-POL-005-00015,PAR-DOC-POL-005-00015,bullet,혁신주체 역량 제고,"ㅇ (혁신주체 역량 제고) 출연연, 대학, 기업 본연의 역할을 지원하는 체계",policy_action,,,,,,,CLS-SEED-DOC-POL-005-00015,PAR-DOC-POL-005-00015,1,,0,"ㅇ (혁신주체 역량 제고) 출연연, 대학, 기업 본연의 역할을 지원하는 체계",,,medium,review_required,
PMD-DOC-POL-005-0009,DOC-POL-005,section2,CLS-SEED-DOC-POL-005-00016,PAR-DOC-POL-005-00016,bullet,R&D기반 강화,ㅇ (R&D기반 강화) 연구자와 연구기관의 성장을 뒷받침하는 정부 시스템,policy_action,,talent,talent,,,,CLS-SEED-DOC-POL-005-00016,PAR-DOC-POL-005-00016,1,,0,ㅇ (R&D기반 강화) 연구자와 연구기관의 성장을 뒷받침하는 정부 시스템,,,medium,review_required,
PMD-DOC-POL-005-0010,DOC-POL-005,section2,CLS-SEED-DOC-POL-005-00017,PAR-DOC-POL-005-00017,bullet,추진 전략 및 과제,□ 추진 전략 및 과제,meta_program_frame,detected_program_frame_keyword,,,,,,CLS-SEED-DOC-POL-005-00017,PAR-DOC-POL-005-00017,1,,0,□ 추진 전략 및 과제,,,medium,review_required,
PMD-DOC-POL-005-0011,DOC-POL-005,section2,CLS-SEED-DOC-POL-005-00018,PAR-DOC-POL-005-00018,bullet,도전·창의적 연구에 몰입하는 환경 조성,- 도전·창의적 연구에 몰입하는 환경 조성,meta_program_frame,detected_short_meta_bullet,,,,,,CLS-SEED-DOC-POL-005-00018,PAR-DOC-POL-005-00018,1,,0,- 도전·창의적 연구에 몰입하는 환경 조성,,,medium,review_required,
PMD-DOC-POL-005-0012,DOC-POL-005,section2,CLS-SEED-DOC-POL-005-00020,PAR-DOC-POL-005-00020,bullet,현장의견 연구자가 목표달성 실패를 걱정으로 안전한 연구만 수행,ㅇ 현장의견 연구자가 목표달성 실패를 걱정으로 안전한 연구만 수행,background_context,detected_background_keyword,talent,talent,,,,CLS-SEED-DOC-POL-005-00020,PAR-DOC-POL-005-00020,1,,0,ㅇ 현장의견 연구자가 목표달성 실패를 걱정으로 안전한 연구만 수행,,,medium,review_required,
PMD-DOC-POL-005-0013,DOC-POL-005,section2,CLS-SEED-DOC-POL-005-00021,PAR-DOC-POL-005-00021,bullet,☞ 개선방향 도전-창의적 연구에만 몰입할 수 있도록 평가제도 혁신,☞ 개선방향 도전-창의적 연구에만 몰입할 수 있도록 평가제도 혁신,policy_action,detected_improvement_direction_prefix,infrastructure_policy,infrastructure_policy,,,,CLS-SEED-DOC-POL-005-00021,PAR-DOC-POL-005-00021,1,,0,☞ 개선방향 도전-창의적 연구에만 몰입할 수 있도록 평가제도 혁신,,,medium,review_required,
PMD-DOC-POL-005-0014,DOC-POL-005,section2,CLS-SEED-DOC-POL-005-00023,PAR-DOC-POL-005-00023,bullet,현장의견 연구자가 연구에 몰입하지 못하고 사전통제 중심 행정절차에 매몰,ㅇ 현장의견 연구자가 연구에 몰입하지 못하고 사전통제 중심 행정절차에 매몰,background_context,detected_background_keyword,talent,talent,,,,CLS-SEED-DOC-POL-005-00023,PAR-DOC-POL-005-00023,1,,0,ㅇ 현장의견 연구자가 연구에 몰입하지 못하고 사전통제 중심 행정절차에 매몰,,,medium,review_required,
PMD-DOC-POL-005-0015,DOC-POL-005,section2,CLS-SEED-DOC-POL-005-00024,PAR-DOC-POL-005-00024,bullet,☞ 개선방향 책임에 기반하여 연구자 자율성을 강화하고,"☞ 개선방향 책임에 기반하여 연구자 자율성을 강화하고, 불필요한 행정부담 완화 ➂ 연구 몰입과 성과 제고를 돕는 연구지원인력-장비활용 인프라 확충",policy_action,detected_improvement_direction_prefix,talent,talent,,,,CLS-SEED-DOC-POL-005-00024 | CLS-SEED-DOC-POL-005-00025,PAR-DOC-POL-005-00024 | PAR-DOC-POL-005-00025,2,,0,"☞ 개선방향 책임에 기반하여 연구자 자율성을 강화하고, 불필요한 행정부담 완화",➂ 연구 몰입과 성과 제고를 돕는 연구지원인력-장비활용 인프라 확충,,medium,review_required,attached_continuation
PMD-DOC-POL-005-0016,DOC-POL-005,section2,CLS-SEED-DOC-POL-005-00027,PAR-DOC-POL-005-00027,bullet,☞ 개선방향 연구지원체계를 기관 중심으로 전환하고 장비 공동활용-도입 제도 개선,☞ 개선방향 연구지원체계를 기관 중심으로 전환하고 장비 공동활용-도입 제도 개선,policy_action,detected_improvement_direction_prefix,infrastructure_policy,infrastructure_policy,,,,CLS-SEED-DOC-POL-005-00027,PAR-DOC-POL-005-00027,1,,0,☞ 개선방향 연구지원체계를 기관 중심으로 전환하고 장비 공동활용-도입 제도 개선,,,medium,review_required,
PMD-DOC-POL-005-0017,DOC-POL-005,section2,CLS-SEED-DOC-POL-005-00028,PAR-DOC-POL-005-00028,bullet,출연연-대학-기업에 맞는 지원체계,- 출연연-대학-기업에 맞는 지원체계,meta_program_frame,detected_short_meta_bullet,infrastructure_policy,infrastructure_policy,,,,CLS-SEED-DOC-POL-005-00028,PAR-DOC-POL-005-00028,1,,0,- 출연연-대학-기업에 맞는 지원체계,,,medium,review_required,
PMD-DOC-POL-005-0018,DOC-POL-005,section2,CLS-SEED-DOC-POL-005-00030,PAR-DOC-POL-005-00030,bullet,현장의견 파편화된 재정구조,"ㅇ 현장의견 파편화된 재정구조, 우수인재 유입 약화로 국가적 임무 수행에 제한",background_context,detected_background_keyword,talent,talent,,,,CLS-SEED-DOC-POL-005-00030,PAR-DOC-POL-005-00030,1,,0,"ㅇ 현장의견 파편화된 재정구조, 우수인재 유입 약화로 국가적 임무 수행에 제한",,,medium,review_required,
PMD-DOC-POL-005-0019,DOC-POL-005,section2,CLS-SEED-DOC-POL-005-00031,PAR-DOC-POL-005-00031,bullet,☞ 개선방향 출연연 시스템을 임무중심으로 전환하고 연구자 처우-채용제도 개선,☞ 개선방향 출연연 시스템을 임무중심으로 전환하고 연구자 처우-채용제도 개선,policy_action,detected_improvement_direction_prefix,talent,talent,,,,CLS-SEED-DOC-POL-005-00031,PAR-DOC-POL-005-00031,1,,0,☞ 개선방향 출연연 시스템을 임무중심으로 전환하고 연구자 처우-채용제도 개선,,,medium,review_required,
PMD-DOC-POL-005-0020,DOC-POL-005,section2,CLS-SEED-DOC-POL-005-00034,PAR-DOC-POL-005-00034,bullet,☞ 개선방향 블록펀딩 도입,"☞ 개선방향 블록펀딩 도입, 기초연구 복원 및 지역거점대 연구경쟁력 제고 ➅ 맞춤형 기업 지원으로 민간 혁신 활성화",policy_action,detected_improvement_direction_prefix,,,,,,CLS-SEED-DOC-POL-005-00034 | CLS-SEED-DOC-POL-005-00035,PAR-DOC-POL-005-00034 | PAR-DOC-POL-005-00035,2,,0,"☞ 개선방향 블록펀딩 도입, 기초연구 복원 및 지역거점대 연구경쟁력 제고",➅ 맞춤형 기업 지원으로 민간 혁신 활성화,,medium,review_required,attached_continuation
