merge_candidate_id,document_id,page_no,primary_seed_id,primary_source_object_id,primary_block_type,item_label_draft,item_statement_draft,candidate_role_draft,candidate_role_notes,bucket_resource_type_guess,resource_type_candidates,primary_strategy_candidates,tech_domain_candidates,tech_subdomain_candidates,member_seed_ids,member_source_object_ids,member_count,supporting_review_seed_ids,supporting_review_count,primary_text,continuation_texts,supporting_review_texts,merge_confidence,merge_status,merge_notes
PMD-DOC-POL-004-0001,DOC-POL-004,section0,CLS-SEED-DOC-POL-004-00002,PAR-DOC-POL-004-00002,bullet,「과학기술×AI 국가전략(안)」을 별지와 같이 의결함,ㅇ 「과학기술×AI 국가전략(안)」을 별지와 같이 의결함,meta_program_frame,detected_program_frame_keyword,,,STR-001,TD-001,TSD-001-001,CLS-SEED-DOC-POL-004-00002,PAR-DOC-POL-004-00002,1,,0,ㅇ 「과학기술×AI 국가전략(안)」을 별지와 같이 의결함,,,medium,review_required,
PMD-DOC-POL-004-0002,DOC-POL-004,section0,CLS-SEED-DOC-POL-004-00004,PAR-DOC-POL-004-00004,bullet,과학기술 R&D와 AI의 융합을 통해 연구개발의 혁신성‧질적수준을 획기적으로 높이기 위해 「과학기술×A...,ㅇ 과학기술 R&D와 AI의 융합을 통해 연구개발의 혁신성‧질적수준을 획기적으로 높이기 위해 「과학기술×AI 국가전략(안)」 수립·시행,policy_action,,technology,technology,STR-001,TD-001,TSD-001-001,CLS-SEED-DOC-POL-004-00004,PAR-DOC-POL-004-00004,1,,0,ㅇ 과학기술 R&D와 AI의 융합을 통해 연구개발의 혁신성‧질적수준을 획기적으로 높이기 위해 「과학기술×AI 국가전략(안)」 수립·시행,,,medium,review_required,
PMD-DOC-POL-004-0003,DOC-POL-004,section0,CLS-SEED-DOC-POL-004-00007,PAR-DOC-POL-004-00007,bullet,AI가 과학적 발견의 핵심 엔진으로 부상함에 따라 美‧中‧EU 등 주요국 및 글로벌 빅테크는 과학기술...,ㅇ AI가 과학적 발견의 핵심 엔진으로 부상함에 따라 美‧中‧EU 등 주요국 및 글로벌 빅테크는 과학기술 AI 경쟁 본격화,policy_action,,,,STR-001,TD-001,TSD-001-001,CLS-SEED-DOC-POL-004-00007,PAR-DOC-POL-004-00007,1,,0,ㅇ AI가 과학적 발견의 핵심 엔진으로 부상함에 따라 美‧中‧EU 등 주요국 및 글로벌 빅테크는 과학기술 AI 경쟁 본격화,,,medium,review_required,
PMD-DOC-POL-004-0004,DOC-POL-004,section0,CLS-SEED-DOC-POL-004-00009,PAR-DOC-POL-004-00009,bullet,현황진단 및 추진방향,□ 현황진단 및 추진방향,policy_action,,,,STR-001,TD-001,TSD-001-001,CLS-SEED-DOC-POL-004-00009,PAR-DOC-POL-004-00009,1,,0,□ 현황진단 및 추진방향,,,medium,review_required,
PMD-DOC-POL-004-0005,DOC-POL-004,section0,CLS-SEED-DOC-POL-004-00010,PAR-DOC-POL-004-00010,bullet,강점(S,"ㅇ (강점(S)) 바이오, 재료·화학, 반도체 등 강점분야 연구‧산업 역량 및 세계적 수준의 AI 경쟁력(3위권 그룹) 보유",policy_action,,,,STR-001,TD-001,TSD-001-001,CLS-SEED-DOC-POL-004-00010,PAR-DOC-POL-004-00010,1,,0,"ㅇ (강점(S)) 바이오, 재료·화학, 반도체 등 강점분야 연구‧산업 역량 및 세계적 수준의 AI 경쟁력(3위권 그룹) 보유",,,medium,review_required,
PMD-DOC-POL-004-0006,DOC-POL-004,section0,CLS-SEED-DOC-POL-004-00011,PAR-DOC-POL-004-00011,bullet,약점(W,"ㅇ (약점(W)) 연구데이터 공유·활용 미흡, 과학기술+AI 융합인재 부족",background_context,detected_background_keyword,talent,talent,STR-001,TD-001,TSD-001-001,CLS-SEED-DOC-POL-004-00011,PAR-DOC-POL-004-00011,1,CLS-SEED-DOC-POL-004-00012,1,"ㅇ (약점(W)) 연구데이터 공유·활용 미흡, 과학기술+AI 융합인재 부족",,"※ (데이터) 23개 출연연 중 연구데이터 통합플랫폼(DataON) 연계율 30.4%로 저조(‘25) (인재) 연구자 77.0%가 과학기술+AI 융합인재 양성이 중요하다고 응답(‘25.2, KIST)",medium,review_required,attached_review_support
PMD-DOC-POL-004-0007,DOC-POL-004,section0,CLS-SEED-DOC-POL-004-00013,PAR-DOC-POL-004-00013,bullet,기회(O,"ㅇ (기회(O)) 글로벌 경쟁 초기 단계로 경쟁력 확보의 “골든타임” 도래, 국가 차원의 GPU 확충(’30년까지 GPU 26만장 확보) 등 인프라 여건 개선",policy_action,,,,STR-001,TD-001,TSD-001-001,CLS-SEED-DOC-POL-004-00013,PAR-DOC-POL-004-00013,1,CLS-SEED-DOC-POL-004-00015,1,"ㅇ (기회(O)) 글로벌 경쟁 초기 단계로 경쟁력 확보의 “골든타임” 도래, 국가 차원의 GPU 확충(’30년까지 GPU 26만장 확보) 등 인프라 여건 개선",,"※ (Google) AlphaFold 3(’24.5.), AI Co-Scientist(‘25.2.), (Microsoft) MatterGen(’25.1.) 등",medium,review_required,attached_review_support
PMD-DOC-POL-004-0008,DOC-POL-004,section0,CLS-SEED-DOC-POL-004-00017,PAR-DOC-POL-004-00017,bullet,파운데이션 모델,"ㅇ (파운데이션 모델) 바이오, 재료‧화학 등 학문적·산업적 파급력이 큰 6대 분야* 과학기술 AI 파운데이션 모델을 개발해 난제해결 가속화",policy_action,,technology,technology,STR-001 | STR-002,TD-001 | TD-003,TSD-001-001,CLS-SEED-DOC-POL-004-00017,PAR-DOC-POL-004-00017,1,CLS-SEED-DOC-POL-004-00018,1,"ㅇ (파운데이션 모델) 바이오, 재료‧화학 등 학문적·산업적 파급력이 큰 6대 분야* 과학기술 AI 파운데이션 모델을 개발해 난제해결 가속화",,"* ① 바이오, ② 지구과학, ③ 수학, ④ 재료‧화학, ⑤ 반도체‧디스플레이, ⑥ 이차전지",medium,review_required,attached_review_support
PMD-DOC-POL-004-0009,DOC-POL-004,section0,CLS-SEED-DOC-POL-004-00019,PAR-DOC-POL-004-00019,bullet,AI 연구동료,ㅇ (AI 연구동료) 가설생성부터 결과분석까지 연구자와 함께 연구를 수행하는 AI 연구동료(AI Co-Scientist)를 개발‧확산해 창의성‧생산성 극대화,policy_action,,,,STR-001,TD-001,TSD-001-001,CLS-SEED-DOC-POL-004-00019,PAR-DOC-POL-004-00019,1,CLS-SEED-DOC-POL-004-00020,1,ㅇ (AI 연구동료) 가설생성부터 결과분석까지 연구자와 함께 연구를 수행하는 AI 연구동료(AI Co-Scientist)를 개발‧확산해 창의성‧생산성 극대화,,"※ ▲ 다학제 박사급 연구동료 플랫폼 구축‧확산, ▲ “1人 연구자 多 Agent 활용” 연구지원 체계 구축, ▲ 연구자 행정부담 완화를 위한 AI 도입 등",medium,review_required,attached_review_support
PMD-DOC-POL-004-0010,DOC-POL-004,section0,CLS-SEED-DOC-POL-004-00021,PAR-DOC-POL-004-00021,bullet,자동화/자율실험실,ㅇ (자동화/자율실험실) AI와 로보틱스 기술을 결합하여 실험설계 - 수행 - 결과분석 - 최적화 등 실험 전 주기를 24시간 - 365일 수행,policy_action,,,,STR-001 | STR-015,TD-001 | TD-005,TSD-001-001 | TSD-005-001,CLS-SEED-DOC-POL-004-00021,PAR-DOC-POL-004-00021,1,CLS-SEED-DOC-POL-004-00022,1,ㅇ (자동화/자율실험실) AI와 로보틱스 기술을 결합하여 실험설계 - 수행 - 결과분석 - 최적화 등 실험 전 주기를 24시간 - 365일 수행,,"※ ▲ (바이오) 감염병, 약물 분야 등(‘26년 6개), ▲ (소재) 화학(화학연)‧금속(재료연) 소재(’26~‘31)",medium,review_required,attached_review_support
