merge_candidate_id,document_id,page_no,primary_seed_id,primary_source_object_id,primary_block_type,item_label_draft,item_statement_draft,candidate_role_draft,candidate_role_notes,bucket_resource_type_guess,resource_type_candidates,primary_strategy_candidates,tech_domain_candidates,tech_subdomain_candidates,member_seed_ids,member_source_object_ids,member_count,supporting_review_seed_ids,supporting_review_count,primary_text,continuation_texts,supporting_review_texts,merge_confidence,merge_status,merge_notes
PMD-DOC-POL-012-0001,DOC-POL-012,section0,CLS-SEED-DOC-POL-012-00002,PAR-DOC-POL-012-00002,bullet,「정부 AX사업 全주기 원스톱 지원방안(안)」을 별지와 같이 의결함,ㅇ 「정부 AX사업 全주기 원스톱 지원방안(안)」을 별지와 같이 의결함,meta_program_frame,detected_program_frame_keyword,,,STR-001,TD-001,TSD-001-007,CLS-SEED-DOC-POL-012-00002,PAR-DOC-POL-012-00002,1,,0,ㅇ 「정부 AX사업 全주기 원스톱 지원방안(안)」을 별지와 같이 의결함,,,medium,review_required,
PMD-DOC-POL-012-0002,DOC-POL-012,section0,CLS-SEED-DOC-POL-012-00004,PAR-DOC-POL-012-00004,bullet,AI가 각 분야 도입·활용(AX)되어 부가가치 창출과 혁신을 촉진하며 대한민국 잠재성장률 3% 달성도...,ㅇ AI가 각 분야 도입·활용(AX)되어 부가가치 창출과 혁신을 촉진하며 대한민국 잠재성장률 3% 달성도 국가 AX성패에 좌우될 것으로 예상,policy_action,,,,STR-001,TD-001,TSD-001-001,CLS-SEED-DOC-POL-012-00004,PAR-DOC-POL-012-00004,1,,0,ㅇ AI가 각 분야 도입·활용(AX)되어 부가가치 창출과 혁신을 촉진하며 대한민국 잠재성장률 3% 달성도 국가 AX성패에 좌우될 것으로 예상,,,medium,review_required,
PMD-DOC-POL-012-0003,DOC-POL-012,section0,CLS-SEED-DOC-POL-012-00005,PAR-DOC-POL-012-00005,bullet,이에,"ㅇ 이에, 빠르게 확보 중인 AI자원(GPU, 독자AI모델 등)을 토대로 총 10조원 규모로 확대된 全부처 AI사업*, 민간전문성을 유기·효과적으로 연계·활용하여, 분야별 AX성공사례를 조기 창출 필요",policy_action,detected_need_phrase_but_action_overrides,technology,technology | infrastructure_policy,STR-001,TD-001,TSD-001-001,CLS-SEED-DOC-POL-012-00005,PAR-DOC-POL-012-00005,1,CLS-SEED-DOC-POL-012-00006,1,"ㅇ 이에, 빠르게 확보 중인 AI자원(GPU, 독자AI모델 등)을 토대로 총 10조원 규모로 확대된 全부처 AI사업*, 민간전문성을 유기·효과적으로 연계·활용하여, 분야별 AX성공사례를 조기 창출 필요",,* (AI예산) ‘25: 3.3조원→’26: 9.9조원(3배) / (AX예산) ‘25: 0.5조원→’26: 2.4조원(5배),medium,review_required,attached_review_support
PMD-DOC-POL-012-0004,DOC-POL-012,section0,CLS-SEED-DOC-POL-012-00010,PAR-DOC-POL-012-00010,bullet,지역·분야별 AX수요·투자현황,"ㅇ 지역·분야별 AX수요·투자현황, 공공 보유 AX자원 등을 종합 분석한 ‘국가 AX지도’를 구축·제공하여 민관 투자계획 수립에 활용 지원",policy_action,,,,STR-001,TD-001,TSD-001-008,CLS-SEED-DOC-POL-012-00010,PAR-DOC-POL-012-00010,1,,0,"ㅇ 지역·분야별 AX수요·투자현황, 공공 보유 AX자원 등을 종합 분석한 ‘국가 AX지도’를 구축·제공하여 민관 투자계획 수립에 활용 지원",,,medium,review_required,
PMD-DOC-POL-012-0005,DOC-POL-012,section0,CLS-SEED-DOC-POL-012-00011,PAR-DOC-POL-012-00011,bullet,AI전담기관,"ㅇ AI전담기관, 분야별 대표 AX기업으로 구성된 ‘AX자문단’을 운영하여, 희망부처(전담기관) 대상으로 AX기획 컨설팅을 지원하고,",policy_action,,,,STR-001,TD-001,TSD-001-001,CLS-SEED-DOC-POL-012-00011,PAR-DOC-POL-012-00011,1,,0,"ㅇ AI전담기관, 분야별 대표 AX기업으로 구성된 ‘AX자문단’을 운영하여, 희망부처(전담기관) 대상으로 AX기획 컨설팅을 지원하고,",,,medium,review_required,
PMD-DOC-POL-012-0006,DOC-POL-012,section0,CLS-SEED-DOC-POL-012-00012,PAR-DOC-POL-012-00012,bullet,부처(전담기관)가 AX기획에 참고할 수 있도록 분야별 AX성공사례,"- 부처(전담기관)가 AX기획에 참고할 수 있도록 분야별 AX성공사례, 기술스택별 주요기업·제품 상세정보 등을 담은 ‘AX가이드라인’ 마련",policy_action,,,,STR-001,TD-001,TSD-001-007,CLS-SEED-DOC-POL-012-00012,PAR-DOC-POL-012-00012,1,,0,"- 부처(전담기관)가 AX기획에 참고할 수 있도록 분야별 AX성공사례, 기술스택별 주요기업·제품 상세정보 등을 담은 ‘AX가이드라인’ 마련",,,medium,review_required,
PMD-DOC-POL-012-0007,DOC-POL-012,section0,CLS-SEED-DOC-POL-012-00013,PAR-DOC-POL-012-00013,bullet,지자체 대상으로 단계별 AX사업 기획을 지원하고,"ㅇ 지자체 대상으로 단계별 AX사업 기획을 지원하고, 민원행정·복지·고용지원 등 공공분야별 표준 AI참조모델 구축(행안부)",policy_action,,,,STR-001,TD-001,TSD-001-008,CLS-SEED-DOC-POL-012-00013,PAR-DOC-POL-012-00013,1,,0,"ㅇ 지자체 대상으로 단계별 AX사업 기획을 지원하고, 민원행정·복지·고용지원 등 공공분야별 표준 AI참조모델 구축(행안부)",,,medium,review_required,
PMD-DOC-POL-012-0008,DOC-POL-012,section0,CLS-SEED-DOC-POL-012-00014,PAR-DOC-POL-012-00014,bullet,「공공AX 혁신지원 헬프데스크」를 운영하여 AX기획 단계부터 프라이버시 리스크를 사전 점검하고,"ㅇ 「공공AX 혁신지원 헬프데스크」를 운영하여 AX기획 단계부터 프라이버시 리스크를 사전 점검하고, 적정 안전조치를 설계할 수 있도록 지원(개보위)",policy_action,,,,STR-001,TD-001,TSD-001-008 | TSD-001-007,CLS-SEED-DOC-POL-012-00014,PAR-DOC-POL-012-00014,1,CLS-SEED-DOC-POL-012-00017,1,"ㅇ 「공공AX 혁신지원 헬프데스크」를 운영하여 AX기획 단계부터 프라이버시 리스크를 사전 점검하고, 적정 안전조치를 설계할 수 있도록 지원(개보위)",,"* 全 부처 대상 수요조사 후, 국가프로젝트 등을 통해 지원",medium,review_required,attached_review_support
PMD-DOC-POL-012-0009,DOC-POL-012,section0,CLS-SEED-DOC-POL-012-00018,PAR-DOC-POL-012-00018,bullet,정부 AX사업에 독자 AI파운데이션 모델 우선 활용을 지원하고,"ㅇ 정부 AX사업에 독자 AI파운데이션 모델 우선 활용을 지원하고, 모델기반 특화 AI서비스 개발을 위한 기술 컨설팅 지원(국내 정예팀 협업)",policy_action,,technology,technology,STR-001,TD-001,TSD-001-001,CLS-SEED-DOC-POL-012-00018,PAR-DOC-POL-012-00018,1,,0,"ㅇ 정부 AX사업에 독자 AI파운데이션 모델 우선 활용을 지원하고, 모델기반 특화 AI서비스 개발을 위한 기술 컨설팅 지원(국내 정예팀 협업)",,,medium,review_required,
PMD-DOC-POL-012-0010,DOC-POL-012,section0,CLS-SEED-DOC-POL-012-00019,PAR-DOC-POL-012-00019,bullet,「AI기본법」,"ㅇ 「AI기본법」, 「개인정보보호법」 등 규제이행 관련 컨설팅, 현장 AI실증을 통한 AI고도화를 위해 실증특례 등 규제이슈 조기 해소 지원",policy_action,,technology,technology,STR-001,TD-001,TSD-001-001,CLS-SEED-DOC-POL-012-00019,PAR-DOC-POL-012-00019,1,,0,"ㅇ 「AI기본법」, 「개인정보보호법」 등 규제이행 관련 컨설팅, 현장 AI실증을 통한 AI고도화를 위해 실증특례 등 규제이슈 조기 해소 지원",,,medium,review_required,
