paragraph_id,document_id,page_no,page_block_order,block_type,text,source_line_count,merged_block_count,normalization_actions,source_mode
PAR-DOC-POL-010-00001,DOC-POL-010,section2,1,heading,Ⅰ. 의결주문,1,1,,hwpx
PAR-DOC-POL-010-00002,DOC-POL-010,section2,2,bullet,ㅇ 「과학기술분야 출연(연) 정책방향(안)」을 별지와 같이 의결함,1,1,,hwpx
PAR-DOC-POL-010-00003,DOC-POL-010,section2,3,heading,Ⅱ. 제안이유,1,1,,hwpx
PAR-DOC-POL-010-00004,DOC-POL-010,section2,4,bullet,"ㅇ 과학기술분야 정부출연연구기관이 임무·성과중심 국가거점으로 재도약하기 위해 임무수행체계, 평가·보상체계, 연구환경 혁신 추진",1,1,,hwpx
PAR-DOC-POL-010-00005,DOC-POL-010,section2,5,note,* 국정과제(과학기술 5대강국 실현을 위한 시스템 혁신 - 출연연 PBS 단계적 폐지) 이행,1,1,,hwpx
PAR-DOC-POL-010-00006,DOC-POL-010,section2,6,heading,Ⅲ. 주요 내용,1,1,,hwpx
PAR-DOC-POL-010-00007,DOC-POL-010,section2,7,bullet,□ 추진 배경,1,1,,hwpx
PAR-DOC-POL-010-00008,DOC-POL-010,section2,8,bullet,"ㅇ AI로 촉발된 R&D 패러다임 전환, 첨단기술 확보경쟁 등 급변하는 대외환경 속, 출연(연)은 국가R&D 중심축으로서 혁신과 변화를 선도하는 핵심 주체로서의 역할 요구",1,1,,hwpx
PAR-DOC-POL-010-00009,DOC-POL-010,section2,9,bullet,□ 현황 및 문제점,1,1,,hwpx
PAR-DOC-POL-010-00010,DOC-POL-010,section2,10,bullet,"ㅇ (임무수행) PBS(Project-Based System)*가 소액·다수 수탁과제와 맞물리며 고유임무·역할 상실, 집단·협력연구 저하, 연구몰입 저해 등 부작용 심화",1,1,,hwpx
PAR-DOC-POL-010-00011,DOC-POL-010,section2,11,note,* 인건비·연구비 등 재정지원을 기관이 아닌 과제 단위의 경쟁체제로 운영·관리하는 제도(’96 도입),1,1,,hwpx
PAR-DOC-POL-010-00012,DOC-POL-010,section2,12,bullet,"ㅇ (보상체계) 인건비 상승률 정체*로 민간과의 보수격차 심화, 개인 인센티브가 수탁규모에 연동되어 수탁의존 심화, 기관평가-보상 괴리",1,1,,hwpx
PAR-DOC-POL-010-00013,DOC-POL-010,section2,13,note,"* 10년간(’14~’24) 연평균 임금상승(처우개선)율 : 전체근로자 3.5%, 출연(연) 1.6%",1,1,,hwpx
PAR-DOC-POL-010-00014,DOC-POL-010,section2,14,bullet,"ㅇ (연구환경) 연구지원인력 규모 미흡* 및 기관별 역량 상이, 연구회 기능 미비 등으로 연구자의 행정부담 가중",1,1,,hwpx
PAR-DOC-POL-010-00015,DOC-POL-010,section2,15,note,"* 연구직 1명당 지원인력 수(명) : (NST) 0.5 / (獨, MPG) 1.3 / (佛, CNRS) 1.2 / (日, AIST) 0.96",1,1,,hwpx
PAR-DOC-POL-010-00016,DOC-POL-010,section2,16,bullet,□ 추진과제,1,1,,hwpx
PAR-DOC-POL-010-00017,DOC-POL-010,section2,17,bullet,ㅇ (전략1) 국가임무 수행체계 확립,1,1,,hwpx
PAR-DOC-POL-010-00018,DOC-POL-010,section2,18,bullet,"- 출연(연) 본연의 기능과 역할을 바탕으로 전략기술 확보*, 난제 해결**, 정책지원·인력양성, 기업·지역역량 제고 등 국가적 임무 수행",1,1,,hwpx
PAR-DOC-POL-010-00019,DOC-POL-010,section2,19,note,"* 과학기술×AI, 반도체, 바이오 등 국가·산업을 주도할 전략기술 확보 및 연구인프라 지원",1,1,,hwpx
PAR-DOC-POL-010-00020,DOC-POL-010,section2,20,note,"** 교통, 의료, 재난안전 등 주요 경제·사회 분야별 난제 해결을 위한 기술적 솔루션 제공",1,1,,hwpx
PAR-DOC-POL-010-00021,DOC-POL-010,section2,21,bullet,"- 기관출연금으로 인건비 전액 지원(PBS 단계적 폐지), 기관출연금을 기본연구사업(기관자체수요)과 전략연구사업(정부·기업수요)*으로 유형화",1,1,,hwpx
PAR-DOC-POL-010-00022,DOC-POL-010,section2,22,note,* 전략연구 추진을 위한 산-연-정 협의체 및 지원기구 신설,1,1,,hwpx
PAR-DOC-POL-010-00023,DOC-POL-010,section2,23,bullet,ㅇ (전략2) 성과중심 평가·보상체계 개편,1,1,,hwpx
PAR-DOC-POL-010-00024,DOC-POL-010,section2,24,bullet,- 계획 대비 달성도 중심 기관평가에서 대표성과 중심 평가*로 전환,1,1,,hwpx
PAR-DOC-POL-010-00025,DOC-POL-010,section2,25,note,"* ’26년부터 기관운영평가, 연구사업평가로 이원화된 평가방식을 단일체계로 통합",1,1,,hwpx
PAR-DOC-POL-010-00026,DOC-POL-010,section2,26,bullet,"- 평가에 연동되는 성과급·상여금* 신설, 기존 인센티브 재편",1,1,,hwpx
PAR-DOC-POL-010-00027,DOC-POL-010,section2,27,note,"* 전직원 대상 통합평가 성과급(’27년 신설 추진), 우수 연구진 대상 상여금(’26년 신설)",1,1,,hwpx
PAR-DOC-POL-010-00028,DOC-POL-010,section2,28,bullet,"- 처우개선, 특별채용 확대 등 우수인재 유치·확보 지속 추진",1,1,,hwpx
PAR-DOC-POL-010-00029,DOC-POL-010,section2,29,bullet,ㅇ (전략3) 연구몰입을 지원하는 연구환경 조성,1,1,,hwpx
PAR-DOC-POL-010-00030,DOC-POL-010,section2,30,bullet,"- 연구행정 전문화, 전산인프라 통합 운영 추진",1,1,,hwpx
