paragraph_id,document_id,page_no,page_block_order,block_type,text,source_line_count,merged_block_count,normalization_actions,source_mode
PAR-DOC-POL-003-00001,DOC-POL-003,section0,1,heading,Ⅰ. 의결주문,1,1,,hwpx
PAR-DOC-POL-003-00002,DOC-POL-003,section0,2,bullet,ㅇ 「제조AX (M.AX) 추진방향(안)」을 별지와 같이 의결함,1,1,,hwpx
PAR-DOC-POL-003-00003,DOC-POL-003,section0,3,heading,Ⅱ. 제안이유,1,1,,hwpx
PAR-DOC-POL-003-00004,DOC-POL-003,section0,4,bullet,ㅇ 인공지능을 활용하여 우리 제조업의 DNA를 근본적으로 혁신하는 ‘제조AX(M.AX)’를 정책을 시행하고자 관련 추진 방향을 수립함,1,1,,hwpx
PAR-DOC-POL-003-00005,DOC-POL-003,section0,5,heading,Ⅲ. 주요 내용,1,1,,hwpx
PAR-DOC-POL-003-00006,DOC-POL-003,section0,6,bullet,□ 추진 배경,1,1,,hwpx
PAR-DOC-POL-003-00007,DOC-POL-003,section0,7,bullet,"ㅇ 대내외 복합 위기에 처한 우리 제조업의 혁신이 시급한 시점에서, 풍부한 제조데이터 등 우리의 여건을 십분 활용하여 제조AX 추진",1,1,,hwpx
PAR-DOC-POL-003-00008,DOC-POL-003,section0,8,bullet,□ 제조AX 3대 전략,1,1,,hwpx
PAR-DOC-POL-003-00009,DOC-POL-003,section0,9,bullet,□ 3대 전략별 추진과제,1,1,,hwpx
PAR-DOC-POL-003-00010,DOC-POL-003,section0,10,bullet,"ㅇ 1,000여개 산·학·연이 결집한 「M.AX 얼라이언스」를 중심으로, 데이터 공유부터 제품 개발까지 제조AX 全과정의 혁신 생태계 조성",1,1,,hwpx
PAR-DOC-POL-003-00011,DOC-POL-003,section0,11,bullet,"ㅇ ｢AI 팩토리 선도사업｣(’30년까지 500개 구축)으로 ‘高품질 제조데이터’를 대량 확보하고, 이를 바탕으로 업종별 특화 제조 AI 모델 개발·확산",1,1,,hwpx
PAR-DOC-POL-003-00012,DOC-POL-003,section0,12,bullet,"ㅇ 자동차 등 제조업 3대 주력 산업을 중심으로 제품+AI 융합을 집중 지원하고, AI 기술을 휴머노이드 등 미래 신산업으로도 확산",1,1,,hwpx
PAR-DOC-POL-003-00013,DOC-POL-003,section0,13,note,"※ 정부는 자금, 인프라, 규제 개선 등 가용한 정책 수단을 총력 지원",1,1,,hwpx
PAR-DOC-POL-003-00014,DOC-POL-003,section2,1,bullet,□ 대내외 복합적인 위기에 처한 우리 제조업의 혁신이 시급,1,1,,hwpx
PAR-DOC-POL-003-00015,DOC-POL-003,section2,2,note,"* (대내) 생산가능인구 감소 / 노동생산성 하락(시간당, $ : (獨) 88.0, (美) 87.6, (韓) 49.4)",1,1,,hwpx
PAR-DOC-POL-003-00016,DOC-POL-003,section2,3,note,* (대외) 중국의 위협(제조업경쟁력) / 미국 관세 등 자국산업 보호주의 확산,1,1,,hwpx
PAR-DOC-POL-003-00017,DOC-POL-003,section2,4,bullet,□ 미래 산업 패권의 핵심인 제조업+AI 융합에 기업·국가간 경쟁 격화,1,1,,hwpx
PAR-DOC-POL-003-00018,DOC-POL-003,section2,5,note,"* (기업) (테슬라) 제조공정 휴머노이드 투입, (샤오미) 24시간 무인공장 운영",1,1,,hwpx
PAR-DOC-POL-003-00019,DOC-POL-003,section2,6,note,"* (국가) (美) 보조금·관세로 AI 기반 공장 유치, (中) 정부 주도 제조 AI 지원",1,1,,hwpx
PAR-DOC-POL-003-00020,DOC-POL-003,section2,7,bullet,□ 제조AX의 최적 여건에도 불구하고 현장 확산은 기대보다 미흡,1,1,,hwpx
PAR-DOC-POL-003-00021,DOC-POL-003,section2,8,note,* (여건) 세계적 제조기업과 숙련 노동자 및 양질의 제조 데이터 등 강점 보유,1,1,,hwpx
PAR-DOC-POL-003-00022,DOC-POL-003,section2,9,note,"* (현황) 글로벌 수준의 제조 AI 기업이 없고, 이종산업(HW-SW)간 협력이 미진",1,1,,hwpx
PAR-DOC-POL-003-00023,DOC-POL-003,section2,10,bullet,□ 제조AX 최강국을 달성하기 위해 3대 전략 목표를 수립,1,1,,hwpx
PAR-DOC-POL-003-00024,DOC-POL-003,section2,11,bullet,□ 목표를 이행하기 위한 민간 주도 추진체계로 M.AX 얼라이언스 가동,1,1,,hwpx
PAR-DOC-POL-003-00025,DOC-POL-003,section2,12,bullet,"□ 제조AX는 데이터-AI-HW의 결합이 필수적이나, 개별 기업 역량만으로 한계*가 있어 기업·업종 경계를 넘는 협업 생태계 구축 필수",1,1,,hwpx
PAR-DOC-POL-003-00026,DOC-POL-003,section2,13,note,"* 예) 제조기업은 AI 전문인력·기술이 부족하고, AI 기업은 제조 현장을 모름",1,1,,hwpx
PAR-DOC-POL-003-00027,DOC-POL-003,section2,14,bullet,"□ 1,000여개 산·학·연이 결집한 「M.AX 얼라이언스」를 중심으로, 데이터 공유부터 제품 개발까지 제조AX 全과정의 혁신 생태계 조성",1,1,,hwpx
PAR-DOC-POL-003-00028,DOC-POL-003,section2,15,bullet,"ㅇ AI모델-HW-AI 활용제품 개발 등 각 얼라이언스내 협업과 함께, 온디바이스 AI반도체*, 표준 등 산업 공통 과제는 全얼라이언스 연대",1,1,,hwpx
PAR-DOC-POL-003-00029,DOC-POL-003,section2,16,note,"* 반도체, 휴머노이드, 자동차, 방산 등 얼라이언스가 협업하여 개발 추진",1,1,,hwpx
PAR-DOC-POL-003-00030,DOC-POL-003,section2,17,bullet,□ 핵심 프로젝트로 ｢AI 팩토리 선도사업*｣을 추진(’30년까지 500개 구축),1,1,,hwpx
PAR-DOC-POL-003-00031,DOC-POL-003,section2,18,note,* (의의) 기계·로봇 등에 AI를 결합하여 제조생산성을 획기적으로 높이는 사업 (현황) 삼성전자·현대차·HD현대 등 대표 제조기업들과 102개 선도사업 추진중,2,1,split_multiline_structured_block,hwpx
PAR-DOC-POL-003-00032,DOC-POL-003,section2,19,bullet,"ㅇ 우리만의 강점인 ‘高품질 제조 데이터’를 대량 확보, 이를 바탕으로 업종 내 범용 활용 가능한 업종별 특화 제조 AI 모델 개발·확산",1,1,,hwpx
PAR-DOC-POL-003-00033,DOC-POL-003,section2,20,bullet,□ 유통·디자인 등 제조공정 전·후방 파급효과가 큰 분야까지 AI 도입,1,1,,hwpx
PAR-DOC-POL-003-00034,DOC-POL-003,section2,21,bullet,"□ 제품+AI 융합을 통한 혁신은 선택이 아닌 생존의 문제*로, 이를 통해 새로운 가치를 창출해야 우리 산업의 글로벌 경쟁 우위 확보 가능",1,1,,hwpx
PAR-DOC-POL-003-00035,DOC-POL-003,section2,22,note,* “AI를 도입하지 않는 기업은 도태될 것이다. 뛰어야 한다.” (엔비디아 젠슨황),1,1,,hwpx
PAR-DOC-POL-003-00036,DOC-POL-003,section2,23,bullet,"□ 먼저, 우리 제조업 3대 주력 산업을 중심으로 정책 역량을 집중하여 산업 포트폴리오를 획기적으로 고도화하고 주력 제품 패러다임 전환",1,1,,hwpx
