paragraph_id,document_id,page_no,page_block_order,block_type,text,source_line_count,merged_block_count,normalization_actions,source_mode
PAR-DOC-POL-012-00001,DOC-POL-012,section0,1,heading,Ⅰ. 의결주문,1,1,,hwpx
PAR-DOC-POL-012-00002,DOC-POL-012,section0,2,bullet,ㅇ 「정부 AX사업 全주기 원스톱 지원방안(안)」을 별지와 같이 의결함,1,1,,hwpx
PAR-DOC-POL-012-00003,DOC-POL-012,section0,3,heading,Ⅱ. 제안이유,1,1,,hwpx
PAR-DOC-POL-012-00004,DOC-POL-012,section0,4,bullet,ㅇ AI가 각 분야 도입·활용(AX)되어 부가가치 창출과 혁신을 촉진하며 대한민국 잠재성장률 3% 달성도 국가 AX성패에 좌우될 것으로 예상,1,1,,hwpx
PAR-DOC-POL-012-00005,DOC-POL-012,section0,5,bullet,"ㅇ 이에, 빠르게 확보 중인 AI자원(GPU, 독자AI모델 등)을 토대로 총 10조원 규모로 확대된 全부처 AI사업*, 민간전문성을 유기·효과적으로 연계·활용하여, 분야별 AX성공사례를 조기 창출 필요",1,1,,hwpx
PAR-DOC-POL-012-00006,DOC-POL-012,section0,6,note,* (AI예산) ‘25: 3.3조원→’26: 9.9조원(3배) / (AX예산) ‘25: 0.5조원→’26: 2.4조원(5배),1,1,,hwpx
PAR-DOC-POL-012-00007,DOC-POL-012,section0,7,bullet,"- (‘26년 정부 AX사업) 총 33개 부처, 총 206개 사업(총 2.4조원)",1,1,,hwpx
PAR-DOC-POL-012-00008,DOC-POL-012,section0,8,heading,Ⅲ. 주요 내용,1,1,,hwpx
PAR-DOC-POL-012-00009,DOC-POL-012,section0,9,heading,① (기획) 분야별 중요도가 높은 AX프로젝트는 범정부 차원에서 집중 지원,1,1,,hwpx
PAR-DOC-POL-012-00010,DOC-POL-012,section0,10,bullet,"ㅇ 지역·분야별 AX수요·투자현황, 공공 보유 AX자원 등을 종합 분석한 ‘국가 AX지도’를 구축·제공하여 민관 투자계획 수립에 활용 지원",1,1,,hwpx
PAR-DOC-POL-012-00011,DOC-POL-012,section0,11,bullet,"ㅇ AI전담기관, 분야별 대표 AX기업으로 구성된 ‘AX자문단’을 운영하여, 희망부처(전담기관) 대상으로 AX기획 컨설팅을 지원하고,",1,1,,hwpx
PAR-DOC-POL-012-00012,DOC-POL-012,section0,12,bullet,"- 부처(전담기관)가 AX기획에 참고할 수 있도록 분야별 AX성공사례, 기술스택별 주요기업·제품 상세정보 등을 담은 ‘AX가이드라인’ 마련",1,1,,hwpx
PAR-DOC-POL-012-00013,DOC-POL-012,section0,13,bullet,"ㅇ 지자체 대상으로 단계별 AX사업 기획을 지원하고, 민원행정·복지·고용지원 등 공공분야별 표준 AI참조모델 구축(행안부)",1,1,,hwpx
PAR-DOC-POL-012-00014,DOC-POL-012,section0,14,bullet,"ㅇ 「공공AX 혁신지원 헬프데스크」를 운영하여 AX기획 단계부터 프라이버시 리스크를 사전 점검하고, 적정 안전조치를 설계할 수 있도록 지원(개보위)",1,1,,hwpx
PAR-DOC-POL-012-00015,DOC-POL-012,section0,15,heading,"② (수행) AX 수행과정(데이터 구축-AI모델·솔루션 개발-실증·고도화 등)에서 소관부처가 필요로 하는 기술·인프라(GPU, AI모델 등)를 맞춤형 지원",1,1,,hwpx
PAR-DOC-POL-012-00016,DOC-POL-012,section0,16,bullet,"ㅇ 특화 AI모델 개발·서비스 등을 위해 GPU 자원이 필요한 경우, 정부 보유 첨단 GPU를 지원",1,1,,hwpx
PAR-DOC-POL-012-00017,DOC-POL-012,section0,17,note,"* 全 부처 대상 수요조사 후, 국가프로젝트 등을 통해 지원",1,1,,hwpx
PAR-DOC-POL-012-00018,DOC-POL-012,section0,18,bullet,"ㅇ 정부 AX사업에 독자 AI파운데이션 모델 우선 활용을 지원하고, 모델기반 특화 AI서비스 개발을 위한 기술 컨설팅 지원(국내 정예팀 협업)",1,1,,hwpx
PAR-DOC-POL-012-00019,DOC-POL-012,section0,19,bullet,"ㅇ 「AI기본법」, 「개인정보보호법」 등 규제이행 관련 컨설팅, 현장 AI실증을 통한 AI고도화를 위해 실증특례 등 규제이슈 조기 해소 지원",1,1,,hwpx
PAR-DOC-POL-012-00020,DOC-POL-012,section0,20,heading,< AX지원 메뉴판(안) >,1,1,,hwpx
PAR-DOC-POL-012-00021,DOC-POL-012,section0,21,heading,"③ (보급·확산) 우수한 AX과제는 추가적인 AI인프라 등 후속 연구지원하고, 국가차원에서 활용이 확대될 수 있도록 보급·확산 지원",1,1,,hwpx
PAR-DOC-POL-012-00022,DOC-POL-012,section0,22,bullet,"ㅇ 부처와 지방정부 AX프로젝트 수행 후, 효과성 평가를 실시하여 후속 확산사업을 위한 우수한 AX과제 선정(행안부)",1,1,,hwpx
PAR-DOC-POL-012-00023,DOC-POL-012,section0,23,bullet,"ㅇ AX사업을 통해 구축된 결과물(데이터, AI모델 등) 공개를 유도(인센티브 제공)하여 재정이 투입된 AX자원의 활용이 확산될 수 있도록 지원",1,1,,hwpx
PAR-DOC-POL-012-00024,DOC-POL-012,section0,24,note,"* (예시) 정부 지원 독자 AI파운데이션 모델을 활용한 다양한 특화서비스 개발이 촉진될 수 있도록 기업이 오픈소스로 AI모델 제공 시, GPU 지원 등 정부 후속 지원방안도 검토",1,1,,hwpx
PAR-DOC-POL-012-00025,DOC-POL-012,section0,25,bullet,"ㅇ 정부 AX결과물을 한 곳에 집적하고, 규제특례 등을 적용하여 지역주민에게 서비스하는 ‘AI 특화지구’ 조성 등",1,1,,hwpx
PAR-DOC-POL-012-00026,DOC-POL-012,section0,26,heading,④ (거버넌스) 국가 전체적 관점에서 AX가 추진될 수 있도록 과기장관회의 중심으로 지속 공유·논의,1,1,,hwpx
PAR-DOC-POL-012-00027,DOC-POL-012,section0,27,bullet,ㅇ ‘과기장관회의’를 통해 도출된 부처 간 중대한 논의·조정사항은 국가AI전략위원회(V: 위원장)를 통해 최종 의사결정,1,1,,hwpx
PAR-DOC-POL-012-00028,DOC-POL-012,section0,28,heading,< 범정부 AX 거버넌스(안) >,1,1,,hwpx
PAR-DOC-POL-012-00029,DOC-POL-012,section0,29,heading,Ⅳ. 향후 계획(안),1,1,,hwpx
PAR-DOC-POL-012-00030,DOC-POL-012,section0,30,bullet,"ㅇ ‘가칭AX 원스톱 지원센터’, ‘공공AI사업지원센터’ 운영 : ’26.2.~",1,1,,hwpx
PAR-DOC-POL-012-00031,DOC-POL-012,section0,31,bullet,ㅇ ’26년 부처별 AX사업 본격 지원 : ’26.2.~,1,1,,hwpx
PAR-DOC-POL-012-00032,DOC-POL-012,section2,1,bullet,□ AI는 각 분야 도입·활용(AX) 과정을 통해 부가가치 창출과 혁신을 촉진,1,1,,hwpx
PAR-DOC-POL-012-00033,DOC-POL-012,section2,2,bullet,"ㅇ 이에 주요국은 국가 생존전략으로 AX를 본격화하는 가운데, 대한민국 잠재성장률 3% 달성도 국가 AX의 성패에 따라 좌우될 것으로 예상",1,1,,hwpx
PAR-DOC-POL-012-00034,DOC-POL-012,section2,3,note,"* 우리나라가 국가 전반에 AI를 성공적으로 도입할 경우, 3년 內(~‘26)에 최대 연간 300조원 이상(연간 GDP 5.3%↑) 경제효과 창출이 가능(베인앤컴퍼니, ’24.1.)",1,1,,hwpx
PAR-DOC-POL-012-00035,DOC-POL-012,section2,4,heading,< 주요국 AX정책 추진동향 >,1,1,,hwpx
PAR-DOC-POL-012-00036,DOC-POL-012,section2,5,bullet,"□ 새 정부 출범 후 국가AX 핵심기반(GPU, 독자 AI모델 등)을 빠르게 구축* 중이며, 올해 全부처 AX예산도 대폭 확대**",1,1,,hwpx
PAR-DOC-POL-012-00037,DOC-POL-012,section2,6,note,"* 정부 5만장 등 첨단 GPU 총 26만장 확보, ‘독자 AI파운데이션 모델’ 개발 착수 등",1,1,,hwpx
PAR-DOC-POL-012-00038,DOC-POL-012,section2,7,note,** (AI예산) ‘25: 3.3조원→’26: 9.9조원(3배) / (AX예산) ‘25: 0.5조원→’26: 2.4조원(5배),1,1,,hwpx
